instance,tw,n,kn,time,phase,minseps,pmcs
primalgraphs_rand-25-10-25-87-22.xml.hg.graph,9,25,25,0.04,4,776,75
primalgraphs_rand-25-10-25-87-23.xml.hg.graph,9,25,19,0.03,4,155,61
primalgraphs_rand-25-10-25-87-24.xml.hg.graph,8,25,22,0.02,4,294,41
primalgraphs_rand-25-10-25-87-25.xml.hg.graph,8,25,22,0.02,4,252,71
primalgraphs_rand-25-10-25-87-26.xml.hg.graph,9,25,19,0.03,4,197,31
primalgraphs_rand-25-10-25-87-27.xml.hg.graph,10,25,25,0.06,4,1079,198
primalgraphs_rand-25-10-25-87-28.xml.hg.graph,10,25,22,0.03,4,473,120
primalgraphs_rand-25-10-25-87-29.xml.hg.graph,10,25,23,0.05,4,631,155
primalgraphs_rand-25-10-25-87-30.xml.hg.graph,9,25,24,0.05,4,957,154
primalgraphs_rand-25-10-25-87-31.xml.hg.graph,10,25,22,0.05,4,487,170
primalgraphs_rand-25-10-25-87-32.xml.hg.graph,9,25,24,0.06,4,742,361
primalgraphs_rand-25-10-25-87-33.xml.hg.graph,10,25,23,0.05,4,608,154
primalgraphs_rand-25-10-25-87-34.xml.hg.graph,11,25,24,0.06,4,720,194
primalgraphs_rand-25-10-25-87-35.xml.hg.graph,10,25,22,0.05,4,466,132
primalgraphs_rand-25-10-25-87-36.xml.hg.graph,10,25,24,0.04,4,819,145
primalgraphs_rand-25-10-25-87-37.xml.hg.graph,9,25,21,0.03,4,234,92
primalgraphs_rand-25-10-25-87-38.xml.hg.graph,10,25,23,0.04,4,419,149
primalgraphs_rand-25-10-25-87-39.xml.hg.graph,10,25,21,0.05,4,323,96
primalgraphs_rand-25-10-25-87-40.xml.hg.graph,9,25,19,0.02,4,209,109
primalgraphs_rand-25-10-25-87-41.xml.hg.graph,9,25,22,0.02,4,308,48
primalgraphs_rand-25-10-25-87-42.xml.hg.graph,10,25,24,0.05,4,782,209
primalgraphs_rand-25-10-25-87-43.xml.hg.graph,10,25,22,0.04,4,466,114
primalgraphs_rand-25-10-25-87-44.xml.hg.graph,9,25,23,0.06,4,518,218
primalgraphs_rand-25-10-25-87-45.xml.hg.graph,10,25,23,0.05,4,480,156
primalgraphs_rand-25-10-25-87-46.xml.hg.graph,9,25,20,0.02,4,163,99
primalgraphs_rand-25-10-25-87-47.xml.hg.graph,10,25,24,0.06,4,945,234
primalgraphs_rand-25-10-25-87-48.xml.hg.graph,9,25,24,0.04,4,794,95
primalgraphs_rand-25-10-25-87-49.xml.hg.graph,9,25,21,0.03,4,320,53
primalgraphs_rand-25-10-25-87-50.xml.hg.graph,10,25,23,0.03,4,569,134
primalgraphs_rand-3-20-20-60-632-01.xml.hg.graph,13,20,20,0.01,4,45,22
primalgraphs_rand-3-20-20-60-632-02.xml.hg.graph,13,20,20,0.01,4,73,26
primalgraphs_rand-3-20-20-60-632-03.xml.hg.graph,13,20,20,0.03,4,66,33
primalgraphs_rand-3-20-20-60-632-04.xml.hg.graph,13,20,19,0.01,4,42,13
primalgraphs_rand-3-20-20-60-632-05.xml.hg.graph,13,20,20,0.03,4,66,34
primalgraphs_rand-3-20-20-60-632-06.xml.hg.graph,12,20,18,0.03,4,29,35
primalgraphs_rand-3-20-20-60-632-07.xml.hg.graph,12,20,20,0.03,4,66,17
primalgraphs_rand-3-20-20-60-632-08.xml.hg.graph,12,20,20,0.03,4,85,10
primalgraphs_rand-3-20-20-60-632-09.xml.hg.graph,13,20,20,0.03,4,98,30
primalgraphs_rand-3-20-20-60-632-10.xml.hg.graph,12,20,20,0.01,4,47,22
primalgraphs_rand-3-20-20-60-632-11.xml.hg.graph,13,20,19,0.01,4,35,7
primalgraphs_rand-3-20-20-60-632-12.xml.hg.graph,12,20,20,0.03,4,61,10
primalgraphs_rand-3-20-20-60-632-13.xml.hg.graph,13,20,20,0.01,4,61,18
primalgraphs_rand-3-20-20-60-632-14.xml.hg.graph,13,20,20,0.02,4,78,29
primalgraphs_rand-3-20-20-60-632-15.xml.hg.graph,12,20,20,0.02,4,48,40
primalgraphs_rand-3-20-20-60-632-16.xml.hg.graph,14,20,20,0.03,4,46,19
primalgraphs_rand-3-20-20-60-632-17.xml.hg.graph,12,20,20,0.03,4,58,16
primalgraphs_rand-3-20-20-60-632-18.xml.hg.graph,12,20,18,0.01,4,24,12
primalgraphs_rand-3-20-20-60-632-19.xml.hg.graph,13,20,20,0.02,4,63,26
primalgraphs_rand-3-20-20-60-632-20.xml.hg.graph,12,20,20,0.02,4,61,36
primalgraphs_rand-3-20-20-60-632-21.xml.hg.graph,12,20,20,0.03,4,66,18
primalgraphs_rand-3-20-20-60-632-22.xml.hg.graph,11,20,19,0.03,4,34,7
primalgraphs_rand-3-20-20-60-632-23.xml.hg.graph,13,20,20,0.03,4,64,29
primalgraphs_rand-3-20-20-60-632-24.xml.hg.graph,13,20,20,0.02,4,52,19
primalgraphs_rand-3-20-20-60-632-25.xml.hg.graph,12,20,20,0.03,4,65,14
primalgraphs_rand-3-20-20-60-632-26.xml.hg.graph,13,20,20,0.01,4,111,40
primalgraphs_rand-3-20-20-60-632-27.xml.hg.graph,12,20,20,0.02,4,61,16
primalgraphs_rand-3-20-20-60-632-28.xml.hg.graph,12,20,19,0.02,4,38,17
primalgraphs_rand-3-20-20-60-632-29.xml.hg.graph,14,20,20,0.03,4,73,36
primalgraphs_rand-3-20-20-60-632-30.xml.hg.graph,13,20,20,0.03,4,66,23
primalgraphs_rand-3-20-20-60-632-31.xml.hg.graph,13,20,20,0.02,4,61,33
primalgraphs_rand-3-20-20-60-632-32.xml.hg.graph,12,20,20,0.03,4,58,19
primalgraphs_rand-3-20-20-60-632-33.xml.hg.graph,13,20,20,0.01,4,60,15
primalgraphs_rand-3-20-20-60-632-34.xml.hg.graph,13,20,20,0.03,4,75,26
primalgraphs_rand-3-20-20-60-632-35.xml.hg.graph,12,20,20,0.03,4,93,37
primalgraphs_rand-3-20-20-60-632-36.xml.hg.graph,13,20,20,0.01,4,63,16
primalgraphs_rand-3-20-20-60-632-37.xml.hg.graph,14,20,20,0.01,4,51,17
primalgraphs_rand-3-20-20-60-632-38.xml.hg.graph,13,20,20,0.03,4,70,18
primalgraphs_rand-3-20-20-60-632-39.xml.hg.graph,12,20,20,0.02,4,55,11
primalgraphs_rand-3-20-20-60-632-40.xml.hg.graph,11,20,18,0.02,4,38,6
primalgraphs_rand-3-20-20-60-632-41.xml.hg.graph,13,20,19,0.01,4,31,29
primalgraphs_rand-3-20-20-60-632-42.xml.hg.graph,13,20,20,0.03,4,78,25
primalgraphs_rand-3-20-20-60-632-43.xml.hg.graph,11,20,19,0.02,4,43,19
primalgraphs_rand-3-20-20-60-632-44.xml.hg.graph,12,20,19,0.01,4,38,18
primalgraphs_rand-3-20-20-60-632-45.xml.hg.graph,12,20,19,0.01,4,43,25
primalgraphs_rand-3-20-20-60-632-46.xml.hg.graph,12,20,20,0.01,4,50,16
primalgraphs_rand-3-20-20-60-632-47.xml.hg.graph,12,20,20,0.02,4,88,27
primalgraphs_rand-3-20-20-60-632-48.xml.hg.graph,13,20,20,0.03,4,68,29
primalgraphs_rand-3-20-20-60-632-49.xml.hg.graph,12,20,20,0.01,4,59,26
primalgraphs_rand-3-20-20-60-632-50.xml.hg.graph,13,20,20,0.03,4,68,28
primalgraphs_rand-3-20-20-60-632f-01.xml.hg.graph,13,20,20,0.02,4,45,22
primalgraphs_rand-3-20-20-60-632f-02.xml.hg.graph,13,20,20,0.02,4,73,26
primalgraphs_rand-3-20-20-60-632f-03.xml.hg.graph,13,20,20,0.01,4,66,33
primalgraphs_rand-3-20-20-60-632f-04.xml.hg.graph,13,20,19,0.01,4,42,13
primalgraphs_rand-3-20-20-60-632f-05.xml.hg.graph,13,20,20,0.01,4,66,34
primalgraphs_rand-3-20-20-60-632f-06.xml.hg.graph,12,20,18,0.01,4,29,35
primalgraphs_rand-3-20-20-60-632f-07.xml.hg.graph,12,20,20,0.01,4,66,17
primalgraphs_rand-3-20-20-60-632f-08.xml.hg.graph,12,20,20,0.02,4,85,10
primalgraphs_rand-3-20-20-60-632f-09.xml.hg.graph,13,20,20,0.01,4,98,30
primalgraphs_rand-3-20-20-60-632f-10.xml.hg.graph,12,20,20,0.01,4,47,22
primalgraphs_rand-3-20-20-60-632f-11.xml.hg.graph,13,20,19,0.01,4,35,7
primalgraphs_rand-3-20-20-60-632f-12.xml.hg.graph,12,20,20,0.01,4,61,10
primalgraphs_rand-3-20-20-60-632f-13.xml.hg.graph,13,20,20,0.02,4,61,18
primalgraphs_rand-3-20-20-60-632f-14.xml.hg.graph,13,20,20,0.02,4,78,29
primalgraphs_rand-3-20-20-60-632f-15.xml.hg.graph,12,20,20,0.01,4,48,40
primalgraphs_rand-3-20-20-60-632f-16.xml.hg.graph,14,20,20,0.01,4,46,19
primalgraphs_rand-3-20-20-60-632f-17.xml.hg.graph,12,20,20,0.01,4,58,16
primalgraphs_rand-3-20-20-60-632f-18.xml.hg.graph,12,20,18,0.01,4,24,12
primalgraphs_rand-3-20-20-60-632f-19.xml.hg.graph,13,20,20,0.01,4,63,26
primalgraphs_rand-3-20-20-60-632f-20.xml.hg.graph,12,20,20,0.01,4,61,36
primalgraphs_rand-3-20-20-60-632f-21.xml.hg.graph,12,20,20,0.01,4,66,18
primalgraphs_rand-3-20-20-60-632f-22.xml.hg.graph,11,20,19,0.01,4,34,7
primalgraphs_rand-3-20-20-60-632f-23.xml.hg.graph,13,20,20,0.01,4,64,29
primalgraphs_rand-3-20-20-60-632f-24.xml.hg.graph,13,20,20,0.01,4,52,19
primalgraphs_rand-3-20-20-60-632f-25.xml.hg.graph,12,20,20,0.02,4,65,14
primalgraphs_rand-3-20-20-60-632f-26.xml.hg.graph,13,20,20,0.02,4,111,40
primalgraphs_rand-3-20-20-60-632f-27.xml.hg.graph,12,20,20,0.01,4,61,16
primalgraphs_rand-3-20-20-60-632f-28.xml.hg.graph,12,20,19,0.01,4,38,17
primalgraphs_rand-3-20-20-60-632f-29.xml.hg.graph,14,20,20,0.01,4,73,36
primalgraphs_rand-3-20-20-60-632f-30.xml.hg.graph,13,20,20,0.01,4,66,23
primalgraphs_rand-3-20-20-60-632f-31.xml.hg.graph,13,20,20,0.01,4,61,33
primalgraphs_rand-3-20-20-60-632f-32.xml.hg.graph,12,20,20,0.02,4,58,19
primalgraphs_rand-3-20-20-60-632f-33.xml.hg.graph,13,20,20,0.01,4,60,15
primalgraphs_rand-3-20-20-60-632f-34.xml.hg.graph,13,20,20,0.01,4,75,26
primalgraphs_rand-3-20-20-60-632f-35.xml.hg.graph,12,20,20,0.01,4,93,37
primalgraphs_rand-3-20-20-60-632f-36.xml.hg.graph,13,20,20,0.03,4,63,16
primalgraphs_rand-3-20-20-60-632f-37.xml.hg.graph,14,20,20,0.03,4,51,17
primalgraphs_rand-3-20-20-60-632f-38.xml.hg.graph,13,20,20,0.02,4,70,18
primalgraphs_rand-3-20-20-60-632f-39.xml.hg.graph,12,20,20,0.01,4,55,11
primalgraphs_rand-3-20-20-60-632f-40.xml.hg.graph,11,20,18,0.01,4,38,6
primalgraphs_rand-3-20-20-60-632f-41.xml.hg.graph,13,20,19,0.01,4,31,29
primalgraphs_rand-3-20-20-60-632f-42.xml.hg.graph,13,20,20,0.01,4,78,25
primalgraphs_rand-3-20-20-60-632f-43.xml.hg.graph,11,20,19,0.01,4,43,19
primalgraphs_rand-3-20-20-60-632f-44.xml.hg.graph,12,20,19,0.01,4,38,18
primalgraphs_rand-3-20-20-60-632f-45.xml.hg.graph,12,20,19,0.01,4,43,25
primalgraphs_rand-3-20-20-60-632f-46.xml.hg.graph,12,20,20,0.01,4,50,16
primalgraphs_rand-3-20-20-60-632f-47.xml.hg.graph,12,20,20,0.01,4,88,27
primalgraphs_rand-3-20-20-60-632f-48.xml.hg.graph,13,20,20,0.01,4,68,29
primalgraphs_rand-3-20-20-60-632f-49.xml.hg.graph,12,20,20,0.02,4,59,26
primalgraphs_rand-3-20-20-60-632f-50.xml.hg.graph,13,20,20,0.02,4,68,28
primalgraphs_rand-3-24-24-76-632-01.xml.hg.graph,16,24,24,0.02,4,182,85
primalgraphs_rand-3-24-24-76-632-02.xml.hg.graph,15,24,24,0.02,4,98,49
primalgraphs_rand-3-24-24-76-632-03.xml.hg.graph,15,24,24,0.03,4,138,41
primalgraphs_rand-3-24-24-76-632-04.xml.hg.graph,13,24,22,0.03,4,89,42
primalgraphs_rand-3-24-24-76-632-05.xml.hg.graph,16,24,24,0.04,4,151,50
primalgraphs_rand-3-24-24-76-632-06.xml.hg.graph,15,24,24,0.04,4,187,38
primalgraphs_rand-3-24-24-76-632-07.xml.hg.graph,14,24,24,0.02,4,146,68
primalgraphs_rand-3-24-24-76-632-08.xml.hg.graph,15,24,24,0.01,4,143,54
primalgraphs_rand-3-24-24-76-632-09.xml.hg.graph,14,24,24,0.02,4,245,37
primalgraphs_rand-3-24-24-76-632-10.xml.hg.graph,16,24,24,0.03,4,102,51
primalgraphs_rand-3-24-24-76-632-11.xml.hg.graph,15,24,24,0.04,4,130,34
primalgraphs_rand-3-24-24-76-632-12.xml.hg.graph,15,24,24,0.03,4,191,85
primalgraphs_rand-3-24-24-76-632-13.xml.hg.graph,13,24,24,0.04,4,128,47
primalgraphs_rand-3-24-24-76-632-14.xml.hg.graph,14,24,23,0.03,4,110,30
primalgraphs_rand-3-24-24-76-632-15.xml.hg.graph,15,24,24,0.03,4,142,57
primalgraphs_rand-3-24-24-76-632-16.xml.hg.graph,14,24,24,0.03,4,120,30
primalgraphs_rand-3-24-24-76-632-17.xml.hg.graph,16,24,24,0.03,4,138,37
primalgraphs_rand-3-24-24-76-632-18.xml.hg.graph,15,24,24,0.05,4,168,80
primalgraphs_rand-3-24-24-76-632-19.xml.hg.graph,15,24,23,0.02,4,117,50
primalgraphs_rand-3-24-24-76-632-20.xml.hg.graph,16,24,24,0.03,4,188,71
primalgraphs_rand-3-24-24-76-632-21.xml.hg.graph,13,24,24,0.03,4,146,150
primalgraphs_rand-3-24-24-76-632-22.xml.hg.graph,15,24,24,0.02,4,191,30
primalgraphs_rand-3-24-24-76-632-23.xml.hg.graph,15,24,24,0.02,4,165,33
primalgraphs_rand-3-24-24-76-632-24.xml.hg.graph,16,24,24,0.04,4,203,59
primalgraphs_rand-3-24-24-76-632-25.xml.hg.graph,15,24,24,0.02,4,150,64
primalgraphs_rand-3-24-24-76-632-26.xml.hg.graph,15,24,24,0.02,4,151,61
primalgraphs_rand-3-24-24-76-632-27.xml.hg.graph,16,24,24,0.04,4,189,79
primalgraphs_rand-3-24-24-76-632-28.xml.hg.graph,14,24,24,0.02,4,108,131
primalgraphs_rand-3-24-24-76-632-29.xml.hg.graph,15,24,23,0.03,4,108,55
primalgraphs_rand-3-24-24-76-632-30.xml.hg.graph,15,24,24,0.02,4,180,65
primalgraphs_rand-3-24-24-76-632-31.xml.hg.graph,14,24,24,0.02,4,163,32
primalgraphs_rand-3-24-24-76-632-32.xml.hg.graph,14,24,23,0.01,4,78,30
primalgraphs_rand-3-24-24-76-632-33.xml.hg.graph,15,24,24,0.03,4,149,68
primalgraphs_rand-3-24-24-76-632-34.xml.hg.graph,15,24,24,0.03,4,141,43
primalgraphs_rand-3-24-24-76-632-35.xml.hg.graph,16,24,24,0.02,4,124,97
primalgraphs_rand-3-24-24-76-632-36.xml.hg.graph,15,24,24,0.02,4,110,51
primalgraphs_rand-3-24-24-76-632-37.xml.hg.graph,15,24,23,0.02,4,87,24
primalgraphs_rand-3-24-24-76-632-38.xml.hg.graph,15,24,24,0.02,4,198,43
primalgraphs_rand-3-24-24-76-632-39.xml.hg.graph,15,24,24,0.02,4,142,64
primalgraphs_rand-3-24-24-76-632-40.xml.hg.graph,15,24,24,0.03,4,138,73
primalgraphs_rand-3-24-24-76-632-41.xml.hg.graph,16,24,24,0.03,4,128,50
primalgraphs_rand-3-24-24-76-632-42.xml.hg.graph,15,24,24,0.02,4,170,31
primalgraphs_rand-3-24-24-76-632-43.xml.hg.graph,15,24,24,0.03,4,177,46
primalgraphs_rand-3-24-24-76-632-44.xml.hg.graph,15,24,24,0.03,4,163,54
primalgraphs_rand-3-24-24-76-632-45.xml.hg.graph,16,24,24,0.02,4,132,59
primalgraphs_rand-3-24-24-76-632-46.xml.hg.graph,15,24,23,0.02,4,89,16
primalgraphs_rand-3-24-24-76-632-47.xml.hg.graph,16,24,24,0.02,4,128,30
primalgraphs_rand-3-24-24-76-632-48.xml.hg.graph,16,24,24,0.02,4,178,81
primalgraphs_rand-3-24-24-76-632-49.xml.hg.graph,15,24,24,0.02,4,180,40
primalgraphs_rand-3-24-24-76-632-50.xml.hg.graph,16,24,24,0.03,4,139,44
primalgraphs_rand-3-24-24-76-632f-01.xml.hg.graph,16,24,24,0.02,4,182,85
primalgraphs_rand-3-24-24-76-632f-02.xml.hg.graph,15,24,24,0.02,4,98,49
primalgraphs_rand-3-24-24-76-632f-03.xml.hg.graph,15,24,24,0.02,4,138,41
primalgraphs_rand-3-24-24-76-632f-04.xml.hg.graph,13,24,22,0.02,4,89,42
primalgraphs_rand-3-24-24-76-632f-05.xml.hg.graph,16,24,24,0.02,4,151,50
primalgraphs_rand-3-24-24-76-632f-06.xml.hg.graph,15,24,24,0.02,4,187,38
primalgraphs_rand-3-24-24-76-632f-07.xml.hg.graph,14,24,24,0.02,4,146,68
primalgraphs_rand-3-24-24-76-632f-08.xml.hg.graph,15,24,24,0.02,4,143,54
primalgraphs_rand-3-24-24-76-632f-09.xml.hg.graph,14,24,24,0.03,4,245,37
primalgraphs_rand-3-24-24-76-632f-10.xml.hg.graph,16,24,24,0.02,4,102,51
primalgraphs_rand-3-24-24-76-632f-11.xml.hg.graph,15,24,24,0.02,4,130,34
primalgraphs_rand-3-24-24-76-632f-12.xml.hg.graph,15,24,24,0.02,4,191,85
primalgraphs_rand-3-24-24-76-632f-13.xml.hg.graph,13,24,24,0.02,4,128,47
primalgraphs_rand-3-24-24-76-632f-14.xml.hg.graph,14,24,23,0.02,4,110,30
primalgraphs_rand-3-24-24-76-632f-15.xml.hg.graph,15,24,24,0.02,4,142,57
primalgraphs_rand-3-24-24-76-632f-16.xml.hg.graph,14,24,24,0.02,4,120,30
primalgraphs_rand-3-24-24-76-632f-17.xml.hg.graph,16,24,24,0.02,4,138,37
primalgraphs_rand-3-24-24-76-632f-18.xml.hg.graph,15,24,24,0.02,4,168,80
primalgraphs_rand-3-24-24-76-632f-19.xml.hg.graph,15,24,23,0.01,4,117,50
primalgraphs_rand-3-24-24-76-632f-20.xml.hg.graph,16,24,24,0.02,4,188,71
primalgraphs_rand-3-24-24-76-632f-21.xml.hg.graph,13,24,24,0.03,4,146,150
primalgraphs_rand-3-24-24-76-632f-22.xml.hg.graph,15,24,24,0.02,4,191,30
primalgraphs_rand-3-24-24-76-632f-23.xml.hg.graph,15,24,24,0.02,4,165,33
primalgraphs_rand-3-24-24-76-632f-24.xml.hg.graph,16,24,24,0.02,4,203,59
primalgraphs_rand-3-24-24-76-632f-25.xml.hg.graph,15,24,24,0.02,4,150,64
primalgraphs_rand-3-24-24-76-632f-26.xml.hg.graph,15,24,24,0.02,4,151,61
primalgraphs_rand-3-24-24-76-632f-27.xml.hg.graph,16,24,24,0.02,4,189,79
primalgraphs_rand-3-24-24-76-632f-28.xml.hg.graph,14,24,24,0.02,4,108,131
primalgraphs_rand-3-24-24-76-632f-29.xml.hg.graph,15,24,23,0.02,4,108,55
primalgraphs_rand-3-24-24-76-632f-30.xml.hg.graph,15,24,24,0.02,4,180,65
primalgraphs_rand-3-24-24-76-632f-31.xml.hg.graph,14,24,24,0.02,4,163,32
primalgraphs_rand-3-24-24-76-632f-32.xml.hg.graph,14,24,23,0.02,4,78,30
primalgraphs_rand-3-24-24-76-632f-33.xml.hg.graph,15,24,24,0.03,4,149,68
primalgraphs_rand-3-24-24-76-632f-34.xml.hg.graph,15,24,24,0.02,4,141,43
primalgraphs_rand-3-24-24-76-632f-35.xml.hg.graph,16,24,24,0.02,4,124,97
primalgraphs_rand-3-24-24-76-632f-36.xml.hg.graph,15,24,24,0.02,4,110,51
primalgraphs_rand-3-24-24-76-632f-37.xml.hg.graph,15,24,23,0.02,4,87,24
primalgraphs_rand-3-24-24-76-632f-38.xml.hg.graph,15,24,24,0.02,4,198,43
primalgraphs_rand-3-24-24-76-632f-39.xml.hg.graph,15,24,24,0.02,4,142,64
primalgraphs_rand-3-24-24-76-632f-40.xml.hg.graph,15,24,24,0.02,4,138,73
primalgraphs_rand-3-24-24-76-632f-41.xml.hg.graph,16,24,24,0.02,4,128,50
primalgraphs_rand-3-24-24-76-632f-42.xml.hg.graph,15,24,24,0.03,4,170,31
primalgraphs_rand-3-24-24-76-632f-43.xml.hg.graph,15,24,24,0.01,4,177,46
primalgraphs_rand-3-24-24-76-632f-44.xml.hg.graph,15,24,24,0.02,4,163,54
primalgraphs_rand-3-24-24-76-632f-45.xml.hg.graph,16,24,24,0.02,4,132,59
primalgraphs_rand-3-24-24-76-632f-46.xml.hg.graph,15,24,23,0.02,4,89,16
primalgraphs_rand-3-24-24-76-632f-47.xml.hg.graph,16,24,24,0.02,4,128,30
primalgraphs_rand-3-24-24-76-632f-48.xml.hg.graph,16,24,24,0.02,4,178,81
primalgraphs_rand-3-24-24-76-632f-49.xml.hg.graph,15,24,24,0.02,4,180,40
primalgraphs_rand-3-24-24-76-632f-50.xml.hg.graph,16,24,24,0.02,4,139,44
primalgraphs_rand-3-28-28-93-632-01.xml.hg.graph,17,28,27,0.02,4,183,109
primalgraphs_rand-3-28-28-93-632-02.xml.hg.graph,17,28,28,0.05,4,440,212
primalgraphs_rand-3-28-28-93-632-03.xml.hg.graph,18,28,28,0.05,4,368,257
primalgraphs_rand-3-28-28-93-632-04.xml.hg.graph,18,28,28,0.03,4,383,90
primalgraphs_rand-3-28-28-93-632-05.xml.hg.graph,18,28,28,0.03,4,378,253
primalgraphs_rand-3-28-28-93-632-06.xml.hg.graph,18,28,28,0.04,4,430,139
primalgraphs_rand-3-28-28-93-632-07.xml.hg.graph,17,28,28,0.04,4,327,125
primalgraphs_rand-3-28-28-93-632-08.xml.hg.graph,18,28,28,0.04,4,510,209
primalgraphs_rand-3-28-28-93-632-09.xml.hg.graph,18,28,28,0.04,4,399,90
primalgraphs_rand-3-28-28-93-632-10.xml.hg.graph,17,28,28,0.05,4,460,130
primalgraphs_rand-3-28-28-93-632-11.xml.hg.graph,18,28,28,0.04,4,312,55
primalgraphs_rand-3-28-28-93-632-12.xml.hg.graph,18,28,28,0.05,4,367,95
primalgraphs_rand-3-28-28-93-632-13.xml.hg.graph,18,28,28,0.05,4,482,382
primalgraphs_rand-3-28-28-93-632-14.xml.hg.graph,17,28,28,0.04,4,412,49
primalgraphs_rand-3-28-28-93-632-15.xml.hg.graph,18,28,28,0.04,4,449,163
primalgraphs_rand-3-28-28-93-632-16.xml.hg.graph,19,28,28,0.03,4,307,117
primalgraphs_rand-3-28-28-93-632-17.xml.hg.graph,17,28,28,0.04,4,288,119
primalgraphs_rand-3-28-28-93-632-18.xml.hg.graph,18,28,28,0.05,4,414,290
primalgraphs_rand-3-28-28-93-632-19.xml.hg.graph,18,28,28,0.05,4,405,96
primalgraphs_rand-3-28-28-93-632-20.xml.hg.graph,17,28,28,0.05,4,465,88
primalgraphs_rand-3-28-28-93-632-21.xml.hg.graph,18,28,28,0.03,4,382,106
primalgraphs_rand-3-28-28-93-632-22.xml.hg.graph,18,28,28,0.04,4,299,90
primalgraphs_rand-3-28-28-93-632-23.xml.hg.graph,18,28,28,0.05,4,453,101
primalgraphs_rand-3-28-28-93-632-24.xml.hg.graph,17,28,28,0.05,4,509,65
primalgraphs_rand-3-28-28-93-632-25.xml.hg.graph,18,28,28,0.06,4,438,338
primalgraphs_rand-3-28-28-93-632-26.xml.hg.graph,18,28,28,0.04,4,363,84
primalgraphs_rand-3-28-28-93-632-27.xml.hg.graph,19,28,28,0.04,4,405,101
primalgraphs_rand-3-28-28-93-632-28.xml.hg.graph,18,28,28,0.03,4,477,167
primalgraphs_rand-3-28-28-93-632-29.xml.hg.graph,18,28,28,0.04,4,470,356
primalgraphs_rand-3-28-28-93-632-30.xml.hg.graph,18,28,28,0.04,4,377,78
primalgraphs_rand-3-28-28-93-632-31.xml.hg.graph,17,28,28,0.04,4,369,249
primalgraphs_rand-3-28-28-93-632-32.xml.hg.graph,17,28,28,0.06,4,582,271
primalgraphs_rand-3-28-28-93-632-33.xml.hg.graph,19,28,28,0.03,4,358,177
primalgraphs_rand-3-28-28-93-632-34.xml.hg.graph,17,28,28,0.04,4,421,41
primalgraphs_rand-3-28-28-93-632-35.xml.hg.graph,17,28,27,0.03,4,186,60
primalgraphs_rand-3-28-28-93-632-36.xml.hg.graph,17,28,28,0.04,4,280,67
primalgraphs_rand-3-28-28-93-632-37.xml.hg.graph,17,28,28,0.05,4,404,130
primalgraphs_rand-3-28-28-93-632-38.xml.hg.graph,19,28,28,0.04,4,398,120
primalgraphs_rand-3-28-28-93-632-39.xml.hg.graph,18,28,28,0.05,4,432,250
primalgraphs_rand-3-28-28-93-632-40.xml.hg.graph,18,28,28,0.03,4,377,56
primalgraphs_rand-3-28-28-93-632-41.xml.hg.graph,17,28,28,0.03,4,465,292
primalgraphs_rand-3-28-28-93-632-42.xml.hg.graph,17,28,28,0.04,4,370,56
primalgraphs_rand-3-28-28-93-632-43.xml.hg.graph,17,28,28,0.05,4,348,130
primalgraphs_rand-3-28-28-93-632-44.xml.hg.graph,18,28,27,0.05,4,238,78
primalgraphs_rand-3-28-28-93-632-45.xml.hg.graph,17,28,28,0.06,4,559,82
primalgraphs_rand-3-28-28-93-632-46.xml.hg.graph,17,28,28,0.04,4,632,201
primalgraphs_rand-3-28-28-93-632-47.xml.hg.graph,18,28,28,0.05,4,370,92
primalgraphs_rand-3-28-28-93-632-48.xml.hg.graph,18,28,28,0.05,4,397,131
primalgraphs_rand-3-28-28-93-632-49.xml.hg.graph,18,28,28,0.04,4,342,145
primalgraphs_rand-3-28-28-93-632-50.xml.hg.graph,18,28,28,0.05,4,331,151
primalgraphs_rand-3-28-28-93-632f-01.xml.hg.graph,17,28,27,0.03,4,183,109
primalgraphs_rand-3-28-28-93-632f-02.xml.hg.graph,17,28,28,0.04,4,440,212
primalgraphs_rand-3-28-28-93-632f-03.xml.hg.graph,18,28,28,0.04,4,368,257
primalgraphs_rand-3-28-28-93-632f-04.xml.hg.graph,18,28,28,0.03,4,383,90
primalgraphs_rand-3-28-28-93-632f-05.xml.hg.graph,18,28,28,0.04,4,378,253
primalgraphs_rand-3-28-28-93-632f-06.xml.hg.graph,18,28,28,0.04,4,430,139
primalgraphs_rand-3-28-28-93-632f-07.xml.hg.graph,17,28,28,0.03,4,327,125
primalgraphs_rand-3-28-28-93-632f-08.xml.hg.graph,18,28,28,0.04,4,510,209
primalgraphs_rand-3-28-28-93-632f-09.xml.hg.graph,18,28,28,0.03,4,399,90
primalgraphs_rand-3-28-28-93-632f-10.xml.hg.graph,17,28,28,0.03,4,460,130
primalgraphs_rand-3-28-28-93-632f-11.xml.hg.graph,18,28,28,0.03,4,312,55
primalgraphs_rand-3-28-28-93-632f-12.xml.hg.graph,18,28,28,0.03,4,367,95
primalgraphs_rand-3-28-28-93-632f-13.xml.hg.graph,18,28,28,0.04,4,482,382
primalgraphs_rand-3-28-28-93-632f-14.xml.hg.graph,17,28,28,0.03,4,412,49
primalgraphs_rand-3-28-28-93-632f-15.xml.hg.graph,18,28,28,0.04,4,449,163
primalgraphs_rand-3-28-28-93-632f-16.xml.hg.graph,19,28,28,0.02,4,307,117
primalgraphs_rand-3-28-28-93-632f-17.xml.hg.graph,17,28,28,0.03,4,288,119
