instance,ghtw,triang,balsepkdecomp,globalbipkdecomp,localbipkdecomp,frasmt
hypergraphs_Pi-20-10-20-30-27.xml.hg,4,0.35,354.81,TO,TO,164.71
hypergraphs_Pi-20-10-20-30-28.xml.hg,4,0.15,TO,TO,TO,85.81
hypergraphs_Pi-20-10-20-30-29.xml.hg,4,0.39,TO,TO,TO,128.83
hypergraphs_Pi-20-10-20-30-30.xml.hg,5,0.5,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-31.xml.hg,5,0.5,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-32.xml.hg,4,0.27,TO,TO,TO,111.65
hypergraphs_Pi-20-10-20-30-33.xml.hg,4,0.17,23.15,TO,TO,36.78
hypergraphs_Pi-20-10-20-30-34.xml.hg,5,0.29,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-35.xml.hg,5,0.45,TO,TO,TO,1743.83
hypergraphs_Pi-20-10-20-30-36.xml.hg,5,0.44,TO,TO,TO,783.06
hypergraphs_Pi-20-10-20-30-37.xml.hg,4,0.25,233.67,TO,TO,46.6
hypergraphs_Pi-20-10-20-30-38.xml.hg,4,0.34,TO,TO,TO,102.06
hypergraphs_Pi-20-10-20-30-39.xml.hg,4,0.38,3272.15,TO,TO,68.3
hypergraphs_Pi-20-10-20-30-40.xml.hg,4,0.33,TO,TO,TO,256.45
hypergraphs_Pi-20-10-20-30-41.xml.hg,4,0.22,59.29,TO,TO,98.15
hypergraphs_Pi-20-10-20-30-42.xml.hg,5,0.35,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-43.xml.hg,4,0.21,1766.48,TO,TO,29.92
hypergraphs_Pi-20-10-20-30-44.xml.hg,5,0.29,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-45.xml.hg,4,0.16,213.16,TO,TO,76.54
hypergraphs_Pi-20-10-20-30-46.xml.hg,5,0.39,TO,TO,TO,1130.75
hypergraphs_Pi-20-10-20-30-47.xml.hg,5,0.29,TO,TO,TO,2151.4
hypergraphs_Pi-20-10-20-30-48.xml.hg,4,0.33,1884.56,TO,TO,96.85
hypergraphs_Pi-20-10-20-30-49.xml.hg,5,0.64,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-50.xml.hg,4,0.4,TO,TO,TO,225.79
hypergraphs_Pi-20-10-20-30-51.xml.hg,4,0.2,175.68,TO,TO,62.27
hypergraphs_Pi-20-10-20-30-52.xml.hg,5,0.58,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-53.xml.hg,5,0.95,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-54.xml.hg,5,0.37,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-55.xml.hg,5,0.44,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-56.xml.hg,5,0.32,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-57.xml.hg,4,0.2,1134.54,TO,TO,35.93
hypergraphs_Pi-20-10-20-30-58.xml.hg,4,0.29,TO,TO,TO,42.23
hypergraphs_Pi-20-10-20-30-59.xml.hg,5,0.92,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-60.xml.hg,4,0.26,803.87,TO,TO,31.58
hypergraphs_Pi-20-10-20-30-61.xml.hg,4,0.32,510.25,TO,TO,109.14
hypergraphs_Pi-20-10-20-30-62.xml.hg,5,0.37,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-63.xml.hg,4,0.29,TO,TO,TO,75.47
hypergraphs_Pi-20-10-20-30-64.xml.hg,4,0.37,TO,TO,TO,165.84
hypergraphs_Pi-20-10-20-30-65.xml.hg,4,0.19,TO,TO,TO,156.87
hypergraphs_Pi-20-10-20-30-66.xml.hg,4,0.26,112.86,TO,TO,39.41
hypergraphs_Pi-20-10-20-30-67.xml.hg,5,0.6300000000000001,TO,TO,TO,1020.08
hypergraphs_Pi-20-10-20-30-68.xml.hg,4,0.7,TO,TO,TO,560.49
hypergraphs_Pi-20-10-20-30-69.xml.hg,4,0.44,TO,TO,TO,112.51
hypergraphs_Pi-20-10-20-30-70.xml.hg,4,0.44,TO,TO,TO,332.14
hypergraphs_Pi-20-10-20-30-71.xml.hg,5,0.53,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-72.xml.hg,4,0.32,1480.31,TO,TO,46.18
hypergraphs_Pi-20-10-20-30-73.xml.hg,4,0.23,742.58,TO,TO,53.4
hypergraphs_Pi-20-10-20-30-74.xml.hg,4,0.24,TO,TO,TO,336.38
hypergraphs_Pi-20-10-20-30-75.xml.hg,5,0.72,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-76.xml.hg,5,0.47,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-77.xml.hg,4,0.2,106.63,TO,TO,41.65
hypergraphs_Pi-20-10-20-30-78.xml.hg,5,0.39,TO,TO,TO,1807.22
hypergraphs_Pi-20-10-20-30-79.xml.hg,4,0.22,TO,TO,TO,72.26
hypergraphs_Pi-20-10-20-30-80.xml.hg,5,0.41,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-81.xml.hg,5,0.26,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-82.xml.hg,4,0.43,TO,TO,TO,165.35
hypergraphs_Pi-20-10-20-30-83.xml.hg,5,1.47,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-84.xml.hg,5,0.9,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-85.xml.hg,5,0.36,TO,TO,TO,1234.01
hypergraphs_Pi-20-10-20-30-86.xml.hg,4,0.17,TO,TO,TO,175.19
hypergraphs_Pi-20-10-20-30-87.xml.hg,4,0.23,17.33,TO,TO,33.31
hypergraphs_Pi-20-10-20-30-88.xml.hg,5,0.59,TO,TO,TO,870.0
hypergraphs_Pi-20-10-20-30-89.xml.hg,5,0.5,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-90.xml.hg,4,0.48,TO,TO,TO,253.87
hypergraphs_Pi-20-10-20-30-91.xml.hg,5,0.37,TO,TO,TO,2386.02
hypergraphs_Pi-20-10-20-30-92.xml.hg,4,0.25,67.2,TO,TO,38.79
hypergraphs_Pi-20-10-20-30-93.xml.hg,4,0.18,267.09,TO,TO,36.96
hypergraphs_Pi-20-10-20-30-94.xml.hg,5,1.5,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-30-95.xml.hg,4,0.19,82.53,TO,TO,48.48
hypergraphs_Pi-20-10-20-30-96.xml.hg,4,0.24,TO,TO,TO,37.34
hypergraphs_Pi-20-10-20-30-97.xml.hg,4,0.31,TO,TO,TO,105.73
hypergraphs_Pi-20-10-20-30-98.xml.hg,4,0.23,TO,TO,TO,383.99
hypergraphs_Pi-20-10-20-30-99.xml.hg,4,0.56,TO,TO,TO,129.6
hypergraphs_Pi-20-10-20-40-00.xml.hg,4,0.47,TO,TO,TO,271.35
hypergraphs_Pi-20-10-20-40-01.xml.hg,4,0.6,TO,TO,TO,80.6
hypergraphs_Pi-20-10-20-40-02.xml.hg,4,0.18,300.9,TO,TO,29.96
hypergraphs_Pi-20-10-20-40-03.xml.hg,4,0.17,160.21,TO,TO,89.02
hypergraphs_Pi-20-10-20-40-04.xml.hg,5,0.32,TO,TO,TO,2044.35
hypergraphs_Pi-20-10-20-40-05.xml.hg,4,0.25,TO,TO,TO,66.56
hypergraphs_Pi-20-10-20-40-06.xml.hg,4,0.17,87.57,TO,TO,142.33
hypergraphs_Pi-20-10-20-40-07.xml.hg,4,0.4,TO,TO,TO,292.96
hypergraphs_Pi-20-10-20-40-08.xml.hg,4,0.2,TO,TO,TO,50.14
hypergraphs_Pi-20-10-20-40-09.xml.hg,5,1.17,TO,TO,TO,2432.8
hypergraphs_Pi-20-10-20-40-10.xml.hg,4,0.17,TO,TO,TO,45.56
hypergraphs_Pi-20-10-20-40-11.xml.hg,4,0.45,TO,TO,TO,466.82
hypergraphs_Pi-20-10-20-40-12.xml.hg,5,0.54,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-13.xml.hg,4,0.21,56.94,TO,TO,59.72
hypergraphs_Pi-20-10-20-40-14.xml.hg,4,0.28,TO,TO,TO,98.62
hypergraphs_Pi-20-10-20-40-15.xml.hg,4,0.23,511.43,TO,TO,35.69
hypergraphs_Pi-20-10-20-40-16.xml.hg,4,0.48,TO,TO,TO,426.8
hypergraphs_Pi-20-10-20-40-17.xml.hg,4,0.52,TO,TO,TO,1261.73
hypergraphs_Pi-20-10-20-40-18.xml.hg,4,0.29,TO,TO,TO,70.34
hypergraphs_Pi-20-10-20-40-19.xml.hg,4,0.21,250.06,TO,TO,24.49
hypergraphs_Pi-20-10-20-40-20.xml.hg,4,0.19,1320.59,TO,TO,36.57
hypergraphs_Pi-20-10-20-40-21.xml.hg,4,0.41,TO,TO,TO,29.12
hypergraphs_Pi-20-10-20-40-22.xml.hg,5,0.4,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-23.xml.hg,5,0.44,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-24.xml.hg,5,0.42,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-25.xml.hg,5,0.72,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-26.xml.hg,4,0.22,TO,TO,TO,210.45
hypergraphs_Pi-20-10-20-40-27.xml.hg,5,0.51,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-28.xml.hg,5,1.3,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-29.xml.hg,5,0.73,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-30.xml.hg,4,0.24,1472.14,TO,TO,37.42
hypergraphs_Pi-20-10-20-40-31.xml.hg,4,0.34,TO,TO,TO,627.86
hypergraphs_Pi-20-10-20-40-32.xml.hg,4,0.17,TO,TO,TO,81.78
hypergraphs_Pi-20-10-20-40-33.xml.hg,4,0.24,TO,TO,TO,115.71
hypergraphs_Pi-20-10-20-40-34.xml.hg,5,0.41,TO,TO,TO,974.19
hypergraphs_Pi-20-10-20-40-35.xml.hg,5,0.9,TO,TO,TO,752.39
hypergraphs_Pi-20-10-20-40-36.xml.hg,5,0.68,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-37.xml.hg,4,0.16,TO,TO,TO,207.41
hypergraphs_Pi-20-10-20-40-38.xml.hg,4,0.23,TO,TO,TO,43.91
hypergraphs_Pi-20-10-20-40-39.xml.hg,4,0.22,TO,TO,TO,175.09
hypergraphs_Pi-20-10-20-40-40.xml.hg,4,0.44,TO,TO,TO,862.01
hypergraphs_Pi-20-10-20-40-41.xml.hg,4,0.2,TO,TO,TO,96.81
hypergraphs_Pi-20-10-20-40-42.xml.hg,4,0.22,TO,TO,TO,107.33
hypergraphs_Pi-20-10-20-40-43.xml.hg,4,0.3,771.97,TO,TO,77.64
hypergraphs_Pi-20-10-20-40-44.xml.hg,4,0.23,TO,TO,TO,44.69
hypergraphs_Pi-20-10-20-40-45.xml.hg,4,0.27,1917.16,TO,TO,36.69
hypergraphs_Pi-20-10-20-40-46.xml.hg,4,0.55,TO,TO,TO,293.6
hypergraphs_Pi-20-10-20-40-47.xml.hg,4,0.21,5.36,TO,TO,34.93
hypergraphs_Pi-20-10-20-40-48.xml.hg,5,0.51,TO,TO,TO,2469.96
hypergraphs_Pi-20-10-20-40-49.xml.hg,5,0.67,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-50.xml.hg,4,0.2,TO,TO,TO,90.25
hypergraphs_Pi-20-10-20-40-51.xml.hg,5,0.47,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-52.xml.hg,5,0.53,TO,TO,TO,3114.8
hypergraphs_Pi-20-10-20-40-53.xml.hg,5,1.13,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-54.xml.hg,5,0.27,TO,TO,TO,1532.57
hypergraphs_Pi-20-10-20-40-55.xml.hg,5,0.71,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-56.xml.hg,5,0.45,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-57.xml.hg,4,0.36,TO,TO,TO,76.12
hypergraphs_Pi-20-10-20-40-58.xml.hg,5,0.85,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-59.xml.hg,4,0.31,TO,TO,TO,62.58
hypergraphs_Pi-20-10-20-40-60.xml.hg,4,0.27,TO,TO,TO,157.94
hypergraphs_Pi-20-10-20-40-61.xml.hg,4,0.28,12.69,TO,TO,62.24
hypergraphs_Pi-20-10-20-40-62.xml.hg,4,0.23,484.96,3377.82,TO,96.19
hypergraphs_Pi-20-10-20-40-63.xml.hg,4,0.7,TO,TO,TO,344.5
hypergraphs_Pi-20-10-20-40-64.xml.hg,5,0.42,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-65.xml.hg,4,0.31,TO,TO,TO,258.1
hypergraphs_Pi-20-10-20-40-66.xml.hg,4,0.48,TO,TO,TO,421.59
hypergraphs_Pi-20-10-20-40-67.xml.hg,4,0.27,TO,TO,TO,370.2
hypergraphs_Pi-20-10-20-40-68.xml.hg,4,0.22,TO,3570.85,TO,271.78
hypergraphs_Pi-20-10-20-40-69.xml.hg,5,0.4,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-70.xml.hg,5,0.42,TO,TO,TO,1884.44
hypergraphs_Pi-20-10-20-40-71.xml.hg,4,0.63,TO,TO,TO,347.83
hypergraphs_Pi-20-10-20-40-72.xml.hg,4,0.2,TO,TO,TO,89.29
hypergraphs_Pi-20-10-20-40-73.xml.hg,5,0.93,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-74.xml.hg,4,0.26,TO,TO,TO,54.62
hypergraphs_Pi-20-10-20-40-75.xml.hg,5,0.4,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-76.xml.hg,5,0.65,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-77.xml.hg,5,0.32,TO,TO,TO,681.11
hypergraphs_Pi-20-10-20-40-78.xml.hg,4,0.2,255.1,TO,TO,98.18
hypergraphs_Pi-20-10-20-40-79.xml.hg,4,0.24,TO,TO,TO,241.37
hypergraphs_Pi-20-10-20-40-80.xml.hg,5,1.07,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-81.xml.hg,5,0.42,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-82.xml.hg,4,0.2,TO,TO,TO,257.23
hypergraphs_Pi-20-10-20-40-83.xml.hg,5,0.37,TO,TO,TO,1196.86
hypergraphs_Pi-20-10-20-40-84.xml.hg,4,0.41,TO,TO,TO,401.77
hypergraphs_Pi-20-10-20-40-85.xml.hg,4,0.23,TO,TO,TO,42.87
hypergraphs_Pi-20-10-20-40-86.xml.hg,5,0.3,TO,TO,TO,2729.91
hypergraphs_Pi-20-10-20-40-87.xml.hg,5,0.57,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-88.xml.hg,4,0.38,TO,TO,TO,111.98
hypergraphs_Pi-20-10-20-40-89.xml.hg,4,0.22,TO,TO,TO,51.08
hypergraphs_Pi-20-10-20-40-90.xml.hg,4,0.28,TO,TO,TO,111.38
hypergraphs_Pi-20-10-20-40-91.xml.hg,4,0.34,TO,TO,TO,179.95
hypergraphs_Pi-20-10-20-40-92.xml.hg,4,0.22,TO,TO,TO,53.2
hypergraphs_Pi-20-10-20-40-93.xml.hg,5,0.51,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-94.xml.hg,4,0.18,TO,TO,TO,237.7
hypergraphs_Pi-20-10-20-40-95.xml.hg,5,0.48,TO,TO,TO,TO
hypergraphs_Pi-20-10-20-40-96.xml.hg,4,0.16,TO,TO,TO,45.05
hypergraphs_Pi-20-10-20-40-97.xml.hg,4,0.17,25.0,TO,TO,50.54
hypergraphs_Pi-20-10-20-40-98.xml.hg,4,0.29,TO,TO,TO,110.51
hypergraphs_Pi-20-10-20-40-99.xml.hg,4,0.15,TO,TO,TO,59.21
hypergraphs_Pi-40-10-07948-40-00.xml.hg,6,19.14,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-01.xml.hg,7,97.69,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-02.xml.hg,6,45.11,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-03.xml.hg,7,430.42,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-04.xml.hg,5,9.46,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-05.xml.hg,6,22.81,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-06.xml.hg,6,12.59,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-07.xml.hg,7,59.77,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-08.xml.hg,6,11.83,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-09.xml.hg,6,39.22,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-10.xml.hg,6,64.04,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-11.xml.hg,7,131.91,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-12.xml.hg,7,418.77,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-13.xml.hg,7,41.2,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-14.xml.hg,7,68.93,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-15.xml.hg,6,13.48,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-16.xml.hg,7,53.71,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-17.xml.hg,7,144.44,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-18.xml.hg,7,299.22,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-19.xml.hg,7,237.29,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-20.xml.hg,6,13.65,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-21.xml.hg,7,129.94,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-22.xml.hg,6,79.46,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-23.xml.hg,6,80.45,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-24.xml.hg,7,14.89,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-25.xml.hg,6,7.19,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-26.xml.hg,7,263.46,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-27.xml.hg,7,47.63,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-28.xml.hg,6,49.41,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-29.xml.hg,7,115.17,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-30.xml.hg,6,43.03,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-31.xml.hg,7,609.71,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-32.xml.hg,7,43.4,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-33.xml.hg,6,40.98,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-34.xml.hg,7,118.39,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-35.xml.hg,6,18.64,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-36.xml.hg,6,4.18,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-37.xml.hg,7,22.16,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-38.xml.hg,7,41.76,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-39.xml.hg,6,22.6,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-40.xml.hg,7,48.07,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-41.xml.hg,6,12.81,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-42.xml.hg,6,30.62,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-43.xml.hg,7,36.21,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-44.xml.hg,7,112.86,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-45.xml.hg,6,13.14,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-46.xml.hg,6,13.75,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-47.xml.hg,7,261.43,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-48.xml.hg,7,253.53,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-49.xml.hg,7,71.81,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-50.xml.hg,7,211.71,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-51.xml.hg,6,109.65,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-52.xml.hg,7,65.92,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-53.xml.hg,7,16.92,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-54.xml.hg,7,321.62,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-55.xml.hg,7,39.2,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-56.xml.hg,6,31.73,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-57.xml.hg,7,145.2,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-58.xml.hg,6,103.04,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-59.xml.hg,5,7.69,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-60.xml.hg,7,139.36,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-61.xml.hg,7,70.27,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-62.xml.hg,6,47.61,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-63.xml.hg,7,155.59,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-64.xml.hg,6,22.23,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-65.xml.hg,7,284.71,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-66.xml.hg,7,33.54,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-67.xml.hg,7,64.72,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-68.xml.hg,7,47.96,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-69.xml.hg,7,12.85,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-70.xml.hg,6,68.55,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-71.xml.hg,7,115.56,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-72.xml.hg,6,14.71,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-73.xml.hg,7,48.54,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-74.xml.hg,6,73.59,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-75.xml.hg,7,361.8,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-76.xml.hg,6,62.36,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-77.xml.hg,7,180.24,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-78.xml.hg,7,13.72,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-79.xml.hg,6,14.43,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-80.xml.hg,6,3.18,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-81.xml.hg,7,29.79,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-82.xml.hg,6,13.54,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-83.xml.hg,7,81.72,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-84.xml.hg,7,16.14,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-85.xml.hg,7,24.87,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-86.xml.hg,6,11.97,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-87.xml.hg,7,65.11,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-88.xml.hg,6,12.5,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-89.xml.hg,7,182.56,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-90.xml.hg,7,71.38,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-91.xml.hg,7,199.82,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-92.xml.hg,7,50.49,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-93.xml.hg,6,49.76,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-94.xml.hg,6,62.77,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-95.xml.hg,7,45.38,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-96.xml.hg,6,11.55,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-97.xml.hg,7,18.57,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-98.xml.hg,6,81.79,TO,TO,TO,TO
hypergraphs_Pi-40-10-07948-40-99.xml.hg,7,22.13,TO,TO,TO,TO
hypergraphs_pigeonsPlus-06-03.xml.hg,3,0.05,1.62,0.7,3.23,4.29
hypergraphs_pigeonsPlus-06-04.xml.hg,3,0.06,1.72,0.69,3.46,4.86
hypergraphs_pigeonsPlus-06-05.xml.hg,3,0.06,1.55,0.64,3.68,5.75
hypergraphs_pigeonsPlus-06-06.xml.hg,3,0.06,1.52,0.72,3.55,6.54
hypergraphs_pigeonsPlus-06-07.xml.hg,3,0.06,1.55,0.7,3.56,8.97
hypergraphs_pigeonsPlus-06-08.xml.hg,3,0.06,1.57,0.62,3.32,10.28
hypergraphs_pigeonsPlus-06-09.xml.hg,3,0.05,1.51,0.81,4.21,12.67
hypergraphs_pigeonsPlus-06-10.xml.hg,3,0.06,1.52,0.69,3.26,14.72
hypergraphs_pigeonsPlus-07-03.xml.hg,4,0.06,TO,287.43,TO,2.51
hypergraphs_pigeonsPlus-07-04.xml.hg,4,0.05,TO,283.29,TO,5.39
hypergraphs_pigeonsPlus-07-05.xml.hg,4,0.07,TO,272.26,TO,6.23
hypergraphs_pigeonsPlus-07-06.xml.hg,4,0.06,TO,293.51,TO,7.82
hypergraphs_pigeonsPlus-07-07.xml.hg,4,0.06,TO,290.9,TO,9.18
hypergraphs_pigeonsPlus-07-08.xml.hg,4,0.05,TO,303.68,TO,11.36
hypergraphs_pigeonsPlus-07-09.xml.hg,4,0.07,TO,297.81,TO,15.07
hypergraphs_pigeonsPlus-08-03.xml.hg,4,0.07,TO,1437.88,TO,3.15
hypergraphs_pigeonsPlus-08-04.xml.hg,4,0.07,TO,1401.85,TO,3.8
hypergraphs_pigeonsPlus-08-05.xml.hg,4,0.06,TO,1467.57,TO,4.96
hypergraphs_pigeonsPlus-08-06.xml.hg,4,0.07,TO,1446.42,TO,6.33
hypergraphs_pigeonsPlus-08-07.xml.hg,4,0.07,TO,1441.11,TO,8.44
hypergraphs_pigeonsPlus-08-08.xml.hg,4,0.07,TO,1379.17,TO,11.18
hypergraphs_pigeonsPlus-09-03.xml.hg,5,0.07,TO,TO,TO,4.26
hypergraphs_pigeonsPlus-09-04.xml.hg,5,0.08,TO,TO,TO,7.14
hypergraphs_pigeonsPlus-09-05.xml.hg,5,0.07,TO,TO,TO,6.34
hypergraphs_pigeonsPlus-09-06.xml.hg,5,0.07,TO,TO,TO,8.06
hypergraphs_pigeonsPlus-09-07.xml.hg,5,0.07,TO,TO,TO,10.65
hypergraphs_pigeonsPlus-10-03.xml.hg,5,0.08,TO,TO,TO,6.11
hypergraphs_pigeonsPlus-10-04.xml.hg,5,0.08,TO,TO,TO,7.03
hypergraphs_pigeonsPlus-10-05.xml.hg,5,0.07,TO,TO,TO,8.34
