instance,tw,triang_tw,tamaki,quickbb,p17
primalgraphs_rand-5-8X-05c-24.xml.hg.graph,11,0.01,0.21000000000000002,0.0,0.03
primalgraphs_rand-5-8X-05c-25.xml.hg.graph,11,0.02,0.2,0.01,0.02
primalgraphs_rand-5-8X-05c-26.xml.hg.graph,11,0.01,0.16999999999999998,0.0,0.03
primalgraphs_rand-5-8X-05c-27.xml.hg.graph,11,0.01,0.18,0.0,0.02
primalgraphs_rand-5-8X-05c-28.xml.hg.graph,11,0.01,0.18,0.0,0.03
primalgraphs_rand-5-8X-05c-29.xml.hg.graph,11,0.01,0.16,0.0,0.02
primalgraphs_rand-5-8X-05c-30.xml.hg.graph,11,0.02,0.16999999999999998,0.0,0.02
primalgraphs_rand-5-8X-05c-31.xml.hg.graph,11,0.01,0.2,0.0,0.02
primalgraphs_rand-5-8X-05c-33.xml.hg.graph,11,0.02,0.18,0.0,0.02
primalgraphs_rand-5-8X-05c-36.xml.hg.graph,11,0.03,0.2,0.0,0.02
primalgraphs_rand-5-8X-05c-37.xml.hg.graph,11,0.03,0.16999999999999998,0.01,0.03
primalgraphs_rand-5-8X-05c-39.xml.hg.graph,11,0.03,0.16999999999999998,0.0,0.03
primalgraphs_rand-5-8X-05c-40.xml.hg.graph,11,0.02,0.18,0.0,0.03
primalgraphs_rand-5-8X-05c-41.xml.hg.graph,11,0.01,0.2,0.0,0.03
primalgraphs_rand-5-8X-05c-42.xml.hg.graph,11,0.01,0.19,0.0,0.03
primalgraphs_rand-5-8X-05c-44.xml.hg.graph,11,0.01,0.18,0.0,0.02
primalgraphs_rand-5-8X-05c-47.xml.hg.graph,11,0.01,0.2,0.0,0.03
primalgraphs_rand-7-40-8-40-02500-0.xml.hg.graph,29,0.06,0.6000000000000001,1.44,0.05
primalgraphs_rand-7-40-8-40-02500-1.xml.hg.graph,29,0.06,0.6399999999999999,0.66,0.04
primalgraphs_rand-7-40-8-40-02500-2.xml.hg.graph,29,0.06,0.6200000000000001,1.88,0.05
primalgraphs_rand-7-40-8-40-02500-3.xml.hg.graph,29,0.07,0.63,1.95,0.06
primalgraphs_rand-7-40-8-40-02500-4.xml.hg.graph,29,0.05,0.6599999999999999,1.24,0.05
primalgraphs_rand-7-40-8-40-02500-5.xml.hg.graph,30,0.05,0.55,0.75,0.05
primalgraphs_rand-7-40-8-40-02500-6.xml.hg.graph,30,0.05,0.61,1.73,0.05
primalgraphs_rand-7-40-8-40-02500-7.xml.hg.graph,30,0.07,0.42000000000000004,1.22,0.05
primalgraphs_rand-7-40-8-40-02500-8.xml.hg.graph,30,0.06,0.6300000000000001,0.64,0.05
primalgraphs_rand-7-40-8-40-02500-9.xml.hg.graph,28,0.05,0.7799999999999999,0.57,0.05
primalgraphs_rand-7-40-8-40-05000-0.xml.hg.graph,29,0.06,0.6100000000000001,1.48,0.05
primalgraphs_rand-7-40-8-40-05000-1.xml.hg.graph,29,0.07,0.6200000000000001,0.69,0.05
primalgraphs_rand-7-40-8-40-05000-2.xml.hg.graph,29,0.06,0.6699999999999999,1.87,0.05
primalgraphs_rand-7-40-8-40-05000-3.xml.hg.graph,29,0.07,0.65,2.04,0.05
primalgraphs_rand-7-40-8-40-05000-4.xml.hg.graph,29,0.05,0.69,1.26,0.05
primalgraphs_rand-7-40-8-40-05000-5.xml.hg.graph,30,0.05,0.55,0.75,0.04
primalgraphs_rand-7-40-8-40-05000-6.xml.hg.graph,30,0.06,0.5800000000000001,1.68,0.06
primalgraphs_rand-7-40-8-40-05000-7.xml.hg.graph,30,0.08,0.47000000000000003,1.24,0.05
primalgraphs_rand-7-40-8-40-05000-8.xml.hg.graph,30,0.06,0.55,0.58,0.04
primalgraphs_rand_q0001.hg.graph,20,0.01,0.3,0.0,0.04
primalgraphs_rand-7-40-8-40-05000-9.xml.hg.graph,28,0.05,0.75,0.63,0.04
primalgraphs_rand-7-40-8-40-07500-0.xml.hg.graph,29,0.05,0.6499999999999999,1.6,0.05
primalgraphs_rand-7-40-8-40-07500-1.xml.hg.graph,29,0.06,0.6599999999999999,0.64,0.05
primalgraphs_rand-7-40-8-40-07500-2.xml.hg.graph,29,0.06,0.64,1.9,0.05
primalgraphs_rand-7-40-8-40-07500-3.xml.hg.graph,29,0.07,0.64,1.91,0.05
primalgraphs_rand-7-40-8-40-07500-4.xml.hg.graph,29,0.05,0.6599999999999999,1.21,0.04
primalgraphs_rand-7-40-8-40-07500-5.xml.hg.graph,30,0.08,0.57,0.73,0.05
primalgraphs_rand-7-40-8-40-07500-6.xml.hg.graph,30,0.05,0.57,1.74,0.06
primalgraphs_rand-7-40-8-40-07500-7.xml.hg.graph,30,0.07,0.47000000000000003,1.2,0.05
primalgraphs_rand-7-40-8-40-07500-8.xml.hg.graph,30,0.06,0.58,0.54,0.05
primalgraphs_rand-7-40-8-40-07500-9.xml.hg.graph,28,0.05,0.76,0.61,0.05
primalgraphs_rand-7-40-8-40-10000-0.xml.hg.graph,29,0.05,0.64,1.6300000000000001,0.05
primalgraphs_rand-7-40-8-40-10000-1.xml.hg.graph,29,0.06,0.63,0.65,0.06
primalgraphs_rand-7-40-8-40-10000-2.xml.hg.graph,29,0.08,0.61,1.9,0.05
primalgraphs_rand-7-40-8-40-10000-3.xml.hg.graph,29,0.07,0.6100000000000001,1.89,0.05
primalgraphs_rand-7-40-8-40-10000-4.xml.hg.graph,29,0.06,0.69,1.17,0.05
primalgraphs_rand-7-40-8-40-10000-5.xml.hg.graph,30,0.07,0.57,0.73,0.05
primalgraphs_rand-7-40-8-40-10000-6.xml.hg.graph,30,0.07,0.58,1.66,0.06
primalgraphs_rand-7-40-8-40-10000-7.xml.hg.graph,30,0.07,0.45,1.2,0.05
primalgraphs_rand-7-40-8-40-10000-8.xml.hg.graph,30,0.06,0.63,0.56,0.04
primalgraphs_rand-7-40-8-40-10000-9.xml.hg.graph,28,0.06,0.77,0.61,0.05
primalgraphs_rand-7-40-8-40-12500-0.xml.hg.graph,29,0.05,0.59,1.61,0.05
primalgraphs_rand-7-40-8-40-12500-1.xml.hg.graph,29,0.06,0.5700000000000001,0.62,0.05
primalgraphs_rand-7-40-8-40-12500-2.xml.hg.graph,29,0.06,0.6399999999999999,1.65,0.04
primalgraphs_rand-7-40-8-40-12500-3.xml.hg.graph,29,0.07,0.6399999999999999,1.94,0.05
primalgraphs_rand-7-40-8-40-12500-4.xml.hg.graph,29,0.05,0.6699999999999999,1.18,0.05
primalgraphs_rand-7-40-8-40-12500-5.xml.hg.graph,30,0.05,0.54,0.73,0.05
primalgraphs_rand-7-40-8-40-12500-6.xml.hg.graph,30,0.06,0.55,1.69,0.05
primalgraphs_rand-7-40-8-40-12500-7.xml.hg.graph,30,0.07,0.41,1.36,0.05
primalgraphs_rand-7-40-8-40-12500-8.xml.hg.graph,30,0.06,0.6,0.59,0.05
primalgraphs_rand-7-40-8-40-12500-9.xml.hg.graph,28,0.05,0.71,0.65,0.05
primalgraphs_rand-7-40-8-40-15000-0.xml.hg.graph,29,0.05,0.6000000000000001,1.52,0.05
primalgraphs_rand-7-40-8-40-15000-1.xml.hg.graph,29,0.06,0.5800000000000001,0.96,0.05
primalgraphs_rand-7-40-8-40-15000-2.xml.hg.graph,29,0.06,0.6300000000000001,1.91,0.05
primalgraphs_rand-7-40-8-40-15000-3.xml.hg.graph,29,0.07,0.6,2.11,0.05
primalgraphs_rand-7-40-8-40-15000-4.xml.hg.graph,29,0.05,0.71,1.17,0.05
primalgraphs_rand-7-40-8-40-15000-5.xml.hg.graph,30,0.05,0.54,0.72,0.05
primalgraphs_rand-7-40-8-40-15000-6.xml.hg.graph,30,0.05,0.59,1.69,0.05
primalgraphs_rand-7-40-8-40-15000-7.xml.hg.graph,30,0.06,0.44,1.36,0.05
primalgraphs_rand-7-40-8-40-15000-8.xml.hg.graph,30,0.06,0.7,0.57,0.05
primalgraphs_rand-7-40-8-40-15000-9.xml.hg.graph,28,0.07,0.75,0.64,0.05
primalgraphs_rand-7-40-8-40-17500-0.xml.hg.graph,29,0.06,0.59,1.43,0.05
primalgraphs_rand-7-40-8-40-17500-1.xml.hg.graph,29,0.06,0.7,0.92,0.05
primalgraphs_rand-7-40-8-40-17500-2.xml.hg.graph,29,0.06,0.6799999999999999,1.82,0.05
primalgraphs_rand-7-40-8-40-17500-3.xml.hg.graph,29,0.07,0.71,2.08,0.05
primalgraphs_rand-7-40-8-40-17500-4.xml.hg.graph,29,0.04,0.71,1.18,0.05
primalgraphs_rand-7-40-8-40-17500-5.xml.hg.graph,30,0.05,0.5599999999999999,0.7,0.05
primalgraphs_rand-7-40-8-40-17500-6.xml.hg.graph,30,0.05,0.5599999999999999,1.68,0.05
primalgraphs_rand-7-40-8-40-17500-7.xml.hg.graph,30,0.07,0.47,1.31,0.05
primalgraphs_rand-7-40-8-40-17500-8.xml.hg.graph,30,0.07,0.5800000000000001,0.58,0.05
primalgraphs_rand-7-40-8-40-17500-9.xml.hg.graph,28,0.05,0.74,0.61,0.05
primalgraphs_rand-7-40-8-40-20000-0.xml.hg.graph,29,0.05,0.62,1.41,0.05
primalgraphs_rand-7-40-8-40-20000-1.xml.hg.graph,29,0.06,0.6699999999999999,0.93,0.04
primalgraphs_rand-7-40-8-40-20000-2.xml.hg.graph,29,0.07,0.62,1.92,0.04
primalgraphs_rand-7-40-8-40-20000-3.xml.hg.graph,29,0.07,0.6300000000000001,1.99,0.05
primalgraphs_rand-7-40-8-40-20000-4.xml.hg.graph,29,0.05,0.69,1.23,0.05
primalgraphs_rand-7-40-8-40-20000-5.xml.hg.graph,30,0.05,0.55,0.74,0.04
primalgraphs_rand-7-40-8-40-20000-6.xml.hg.graph,30,0.06,0.59,1.6,0.05
primalgraphs_rand-7-40-8-40-20000-7.xml.hg.graph,30,0.06,0.42,1.3800000000000001,0.05
primalgraphs_rand-7-40-8-40-20000-8.xml.hg.graph,30,0.06,0.5599999999999999,0.57,0.05
primalgraphs_rand-7-40-8-40-20000-9.xml.hg.graph,28,0.05,0.73,0.63,0.04
primalgraphs_rand-7-40-8-40-22500-0.xml.hg.graph,29,0.05,0.6200000000000001,1.39,0.05
primalgraphs_rand-7-40-8-40-22500-1.xml.hg.graph,29,0.06,0.6699999999999999,0.77,0.04
primalgraphs_rand-7-40-8-40-22500-2.xml.hg.graph,29,0.06,0.6399999999999999,1.78,0.05
primalgraphs_rand-7-40-8-40-22500-3.xml.hg.graph,29,0.07,0.6300000000000001,2.07,0.05
primalgraphs_rand-7-40-8-40-22500-4.xml.hg.graph,29,0.04,0.6399999999999999,1.19,0.04
primalgraphs_rand-7-40-8-40-22500-5.xml.hg.graph,30,0.05,0.5599999999999999,0.71,0.05
primalgraphs_rand-7-40-8-40-22500-6.xml.hg.graph,30,0.06,0.5900000000000001,1.6,0.05
primalgraphs_rand-7-40-8-40-22500-7.xml.hg.graph,30,0.06,0.43,1.28,0.04
primalgraphs_rand-7-40-8-40-22500-8.xml.hg.graph,30,0.06,0.6000000000000001,0.54,0.06
primalgraphs_rand-7-40-8-40-22500-9.xml.hg.graph,28,0.05,0.7,0.47,0.05
primalgraphs_rand-7-40-8-40-25000-0.xml.hg.graph,29,0.05,0.6599999999999999,1.51,0.05
primalgraphs_rand-7-40-8-40-25000-1.xml.hg.graph,29,0.06,0.6599999999999999,0.78,0.05
primalgraphs_rand-7-40-8-40-25000-2.xml.hg.graph,29,0.06,0.6,1.76,0.05
primalgraphs_rand-7-40-8-40-25000-3.xml.hg.graph,29,0.06,0.6799999999999999,2.07,0.05
primalgraphs_rand-7-40-8-40-25000-4.xml.hg.graph,29,0.05,0.6799999999999999,1.25,0.05
primalgraphs_rand-7-40-8-40-25000-5.xml.hg.graph,30,0.05,0.5499999999999999,0.72,0.05
primalgraphs_rand-7-40-8-40-25000-6.xml.hg.graph,30,0.06,0.6599999999999999,1.65,0.05
primalgraphs_rand-7-40-8-40-25000-7.xml.hg.graph,30,0.06,0.44,1.33,0.05
primalgraphs_rand-7-40-8-40-25000-8.xml.hg.graph,30,0.06,0.61,0.55,0.05
primalgraphs_rand-7-40-8-40-25000-9.xml.hg.graph,28,0.06,0.75,0.47,0.05
primalgraphs_rand-7-40-8-40-30000-0.xml.hg.graph,29,0.05,0.6200000000000001,1.58,0.05
primalgraphs_rand-7-40-8-40-30000-1.xml.hg.graph,29,0.06,0.64,0.84,0.05
primalgraphs_rand-7-40-8-40-30000-2.xml.hg.graph,29,0.06,0.6200000000000001,1.95,0.05
primalgraphs_rand-7-40-8-40-30000-3.xml.hg.graph,29,0.07,0.6599999999999999,2.05,0.05
primalgraphs_rand-7-40-8-40-30000-4.xml.hg.graph,29,0.05,0.6799999999999999,1.23,0.05
primalgraphs_rand-7-40-8-40-30000-5.xml.hg.graph,30,0.05,0.52,0.66,0.04
primalgraphs_rand-7-40-8-40-30000-6.xml.hg.graph,30,0.06,0.6,1.58,0.05
primalgraphs_rand-7-40-8-40-30000-7.xml.hg.graph,30,0.07,0.44,1.25,0.05
primalgraphs_rand-7-40-8-40-30000-8.xml.hg.graph,30,0.06,0.64,0.55,0.05
primalgraphs_rand-7-40-8-40-30000-9.xml.hg.graph,28,0.06,0.75,0.48,0.05
primalgraphs_rand-8-20-5-18-800-01.xml.hg.graph,17,0.03,0.24,0.0,0.04
primalgraphs_rand-8-20-5-18-800-02.xml.hg.graph,16,0.02,0.29000000000000004,0.0,0.04
primalgraphs_rand-8-20-5-18-800-03.xml.hg.graph,17,0.02,0.24000000000000002,0.0,0.04
primalgraphs_rand-8-20-5-18-800-04.xml.hg.graph,17,0.01,0.22999999999999998,0.0,0.04
primalgraphs_rand-8-20-5-18-800-05.xml.hg.graph,17,0.01,0.23,0.01,0.04
primalgraphs_rand-8-20-5-18-800-06.xml.hg.graph,16,0.03,0.23,0.0,0.04
primalgraphs_rand-8-20-5-18-800-07.xml.hg.graph,16,0.02,0.25,0.0,0.04
primalgraphs_rand-8-20-5-18-800-08.xml.hg.graph,16,0.01,0.24,0.0,0.04
primalgraphs_rand-8-20-5-18-800-09.xml.hg.graph,17,0.02,0.26,0.0,0.05
primalgraphs_rand-8-20-5-18-800-10.xml.hg.graph,17,0.02,0.21,0.0,0.03
primalgraphs_rand-8-20-5-18-800-11.xml.hg.graph,17,0.01,0.23,0.0,0.04
primalgraphs_rand-8-20-5-18-800-12.xml.hg.graph,17,0.02,0.25,0.01,0.04
primalgraphs_rand-8-20-5-18-800-13.xml.hg.graph,17,0.02,0.22,0.0,0.04
primalgraphs_rand-8-20-5-18-800-14.xml.hg.graph,16,0.01,0.24000000000000002,0.0,0.04
primalgraphs_rand-8-20-5-18-800-15.xml.hg.graph,17,0.02,0.23,0.02,0.04
primalgraphs_rand-8-20-5-18-800-16.xml.hg.graph,17,0.01,0.21,0.01,0.04
primalgraphs_rand-8-20-5-18-800-17.xml.hg.graph,17,0.01,0.24,0.02,0.03
primalgraphs_rand-8-20-5-18-800-18.xml.hg.graph,17,0.02,0.23,0.0,0.04
primalgraphs_rand-8-20-5-18-800-19.xml.hg.graph,16,0.01,0.25,0.0,0.04
primalgraphs_rand-8-20-5-18-800-20.xml.hg.graph,17,0.01,0.23,0.01,0.04
primalgraphs_rand_q0002.hg.graph,8,0.02,0.19,0.0,0.03
primalgraphs_rand_q0003.hg.graph,55,1.51,1.23,537.22,0.49
primalgraphs_rand_q0004.hg.graph,6,0.02,0.31,0.03,0.04
primalgraphs_rand_q0005.hg.graph,17,0.09,0.44,18.37,0.05
primalgraphs_rand_q0006.hg.graph,13,0.04,0.47,8.85,0.04
primalgraphs_rand_q0007.hg.graph,2,0.01,0.2,0.0,0.02
primalgraphs_rand_q0008.hg.graph,30,5.89,1.69,TO,0.5700000000000001
primalgraphs_rand_q0009.hg.graph,24,566.83,14.86,TO,40.61
primalgraphs_rand_q0010.hg.graph,45,19.28,3.41,TO,4.29
primalgraphs_rand_q0011.hg.graph,15,0.02,0.18,0.0,0.03
primalgraphs_rand_q0012.hg.graph,6,0.01,0.18,0.0,0.02
primalgraphs_rand_q0013.hg.graph,17,0.03,0.37,0.83,0.05
primalgraphs_rand_q0014.hg.graph,20,6.51,3.6,TO,1.41
primalgraphs_rand_q0015.hg.graph,45,0.91,1.36,TO,0.33
primalgraphs_rand_q0016.hg.graph,20,0.04,0.48000000000000004,0.14,0.04
primalgraphs_rand_q0017.hg.graph,56,0.1,0.64,0.6,0.06
primalgraphs_rand_q0018.hg.graph,30,0.02,0.31,0.01,0.04
primalgraphs_rand_q0019.hg.graph,20,0.06,0.52,4.65,0.04
primalgraphs_rand_q0020.hg.graph,28,0.13,0.75,7.65,0.06
primalgraphs_rand_q0021.hg.graph,11,0.01,0.2,0.0,0.02
primalgraphs_rand_q0022.hg.graph,3,0.01,0.2,0.0,0.03
primalgraphs_rand_q0023.hg.graph,43,449.92,18.61,TO,93.12
primalgraphs_rand_q0024.hg.graph,35,9.86,2.02,TO,1.2
primalgraphs_rand_q0025.hg.graph,29,0.03,0.4,0.03,0.04
primalgraphs_rand_q0026.hg.graph,5,0.03,0.28,0.01,0.04
primalgraphs_rand_q0027.hg.graph,14,2.45,1.4,TO,0.28
primalgraphs_rand_q0028.hg.graph,68,0.09,0.63,0.32,0.07
primalgraphs_rand_q0029.hg.graph,60,0.38,0.8099999999999999,29.2,0.22
primalgraphs_rand_q0030.hg.graph,16,3.71,1.1,TO,0.52
primalgraphs_rand_q0031.hg.graph,24,0.04,0.54,1.25,0.05
primalgraphs_rand_q0032.hg.graph,2,0.01,0.2,0.01,0.03
primalgraphs_rand_q0033.hg.graph,65,3.26,2.54,TO,1.84
primalgraphs_rand_q0034.hg.graph,31,0.01,0.25,0.0,0.04
primalgraphs_rand_q0035.hg.graph,24,0.01,0.24,0.0,0.03
primalgraphs_rand_q0036.hg.graph,12,0.01,0.30000000000000004,0.03,0.04
primalgraphs_rand_q0037.hg.graph,28,0.03,0.26,0.0,0.02
primalgraphs_rand_q0038.hg.graph,46,0.03,0.32,0.01,0.04
primalgraphs_rand_q0039.hg.graph,13,0.03,0.24000000000000002,0.01,0.04
primalgraphs_rand_q0040.hg.graph,10,0.02,0.26,0.0,0.04
primalgraphs_rand_q0041.hg.graph,25,0.04,0.5,0.32,0.04
primalgraphs_rand_q0042.hg.graph,14,0.09,0.53,257.26,0.05
primalgraphs_rand_q0043.hg.graph,10,0.03,0.36,0.68,0.04
primalgraphs_rand_q0044.hg.graph,49,75.87,6.48,TO,23.02
primalgraphs_rand_q0045.hg.graph,4,0.01,0.28,0.02,0.02
primalgraphs_rand_q0046.hg.graph,45,0.03,0.58,0.03,0.05
primalgraphs_rand_q0047.hg.graph,38,0.09,0.89,1.46,0.06
primalgraphs_rand_q0048.hg.graph,7,0.03,0.35,0.42,0.04
primalgraphs_rand_q0049.hg.graph,35,1123.28,16.95,TO,73.72000000000001
primalgraphs_rand_q0050.hg.graph,42,0.03,0.45,0.01,0.04
primalgraphs_rand_q0051.hg.graph,21,0.02,0.27,0.0,0.04
primalgraphs_rand_q0052.hg.graph,6,0.02,0.28,0.0,0.04
primalgraphs_rand_q0053.hg.graph,15,0.01,0.35000000000000003,0.0,0.04
primalgraphs_rand_q0054.hg.graph,53,333.94,25.490000000000002,TO,176.72
primalgraphs_rand_q0055.hg.graph,45,25.41,5.06,TO,7.42
primalgraphs_rand_q0056.hg.graph,32,0.01,0.23,0.01,0.05
primalgraphs_rand_q0057.hg.graph,39,1.65,1.0899999999999999,TO,0.29000000000000004
primalgraphs_rand_q0058.hg.graph,33,64.54,3.8600000000000003,TO,5.63
primalgraphs_rand_q0059.hg.graph,26,0.03,0.47000000000000003,0.16,0.05
primalgraphs_rand_q0060.hg.graph,37,0.11,0.8800000000000001,32.92,0.06
primalgraphs_rand_q0061.hg.graph,26,0.1,0.64,18.92,0.05
primalgraphs_rand_q0062.hg.graph,6,0.02,0.43999999999999995,0.92,0.04
primalgraphs_rand_q0063.hg.graph,18,1.95,1.07,TO,0.15
primalgraphs_rand_q0064.hg.graph,26,0.01,0.28,0.0,0.03
primalgraphs_rand_q0065.hg.graph,60,0.09,0.62,0.31,0.06
primalgraphs_rand_q0066.hg.graph,34,0.13,0.6,6.57,0.06
primalgraphs_rand_q0067.hg.graph,9,0.02,0.3,0.13,0.04
primalgraphs_rand_q0068.hg.graph,60,0.06,0.55,0.15,0.05
primalgraphs_rand_q0069.hg.graph,46,0.07,0.83,0.47,0.05
primalgraphs_rand_q0070.hg.graph,24,0.67,0.84,TO,0.15
primalgraphs_rand_q0071.hg.graph,5,0.01,0.24,0.0,0.04
primalgraphs_rand_q0072.hg.graph,10,0.02,0.27,0.0,0.03
primalgraphs_rand_q0073.hg.graph,22,0.7,0.95,TO,0.14
primalgraphs_rand_q0074.hg.graph,29,0.01,0.33,0.01,0.05
primalgraphs_rand_q0075.hg.graph,39,0.02,0.32,0.0,0.03
primalgraphs_rand_q0076.hg.graph,20,0.01,0.37,0.01,0.04
primalgraphs_rand_q0077.hg.graph,12,0.75,1.2599999999999998,TO,0.15
primalgraphs_rand_q0078.hg.graph,18,0.05,0.51,0.76,0.04
primalgraphs_rand_q0079.hg.graph,16,0.01,0.24,0.0,0.03
primalgraphs_rand_q0080.hg.graph,23,0.02,0.38,0.01,0.05
primalgraphs_rand_q0081.hg.graph,25,0.05,0.53,0.87,0.05
primalgraphs_rand_q0082.hg.graph,54,1.71,1.79,TO,0.7
primalgraphs_rand_q0083.hg.graph,26,0.02,0.41000000000000003,0.01,0.04
primalgraphs_rand_q0084.hg.graph,79,1.1,1.4300000000000002,537.41,0.77
primalgraphs_rand_q0085.hg.graph,30,0.15000000000000002,0.7799999999999999,56.92,0.08
primalgraphs_rand_q0086.hg.graph,14,0.24,0.58,TO,0.05
primalgraphs_rand_q0087.hg.graph,44,0.69,1.33,TO,0.26
primalgraphs_rand_q0088.hg.graph,47,TO,131.73999999999998,TO,2371.87
primalgraphs_rand_q0089.hg.graph,47,0.52,1.01,628.97,0.17
primalgraphs_rand_q0090.hg.graph,3,0.01,0.30000000000000004,0.0,0.02
primalgraphs_rand_q0091.hg.graph,31,0.04,0.73,0.23,0.04
primalgraphs_rand_q0092.hg.graph,8,0.01,0.2,0.0,0.02
primalgraphs_rand_q0093.hg.graph,26,44.55,4.82,TO,3.88
primalgraphs_rand_q0094.hg.graph,13,0.03,0.21,0.0,0.03
primalgraphs_rand_q0095.hg.graph,28,1.46,1.04,TO,0.19
primalgraphs_rand_q0096.hg.graph,8,0.02,0.26,0.0,0.03
primalgraphs_rand_q0097.hg.graph,62,0.36,0.85,208.23,0.21
primalgraphs_rand_q0098.hg.graph,41,0.06,0.77,0.31,0.05
primalgraphs_rand_q0099.hg.graph,30,0.03,0.37,0.02,0.04
primalgraphs_rand_q0100.hg.graph,21,0.04,0.5,5.14,0.04
primalgraphs_rand_q0101.hg.graph,37,0.03,0.34,0.01,0.04
primalgraphs_rand_q0102.hg.graph,16,0.02,0.22,0.0,0.03
primalgraphs_rand_q0103.hg.graph,47,174.94,11.219999999999999,TO,57.83
primalgraphs_rand_q0104.hg.graph,26,224.47,12.01,TO,18.6
primalgraphs_rand_q0105.hg.graph,12,0.75,1.1500000000000001,TO,0.13
primalgraphs_rand_q0106.hg.graph,31,0.36,1.0,TO,0.11
primalgraphs_rand_q0107.hg.graph,14,5.8,1.5099999999999998,TO,0.21
primalgraphs_rand_q0108.hg.graph,21,0.16,0.75,406.44,0.06
primalgraphs_rand_q0109.hg.graph,10,0.01,0.19,0.0,0.03
primalgraphs_rand_q0110.hg.graph,44,1.24,1.52,TO,0.51
primalgraphs_rand_q0111.hg.graph,12,0.02,0.34,0.16,0.04
primalgraphs_rand_q0112.hg.graph,10,0.01,0.25,0.0,0.04
primalgraphs_rand_q0113.hg.graph,36,0.05,0.48,0.28,0.05
primalgraphs_rand_q0114.hg.graph,51,0.32,0.6799999999999999,32.36,0.14
primalgraphs_rand_q0115.hg.graph,4,0.02,0.27,0.01,0.03
primalgraphs_rand_q0116.hg.graph,13,0.04,0.49,0.78,0.04
primalgraphs_rand_q0117.hg.graph,14,0.01,0.24,0.01,0.04
primalgraphs_rand_q0118.hg.graph,5,0.02,0.26,0.01,0.04
primalgraphs_rand_q0119.hg.graph,27,0.04,0.56,0.11,0.04
primalgraphs_rand_q0120.hg.graph,17,0.02,0.2,0.0,0.03
primalgraphs_rand_q0121.hg.graph,8,0.01,0.2,0.0,0.02
primalgraphs_rand_q0122.hg.graph,9,0.02,0.3,0.1,0.04
primalgraphs_rand_q0123.hg.graph,35,0.02,0.41,0.01,0.04
primalgraphs_rand_q0124.hg.graph,18,0.01,0.19,0.0,0.03
primalgraphs_rand_q0125.hg.graph,6,0.02,0.16999999999999998,0.0,0.02
primalgraphs_rand_q0126.hg.graph,11,0.03,0.32,0.06,0.04
primalgraphs_rand_q0127.hg.graph,10,0.02,0.31,0.24,0.04
primalgraphs_rand_q0128.hg.graph,4,0.01,0.19,0.0,0.02
primalgraphs_rand_q0129.hg.graph,29,0.03,0.33,0.01,0.04
primalgraphs_rand_q0130.hg.graph,33,0.03,0.35000000000000003,0.01,0.05
primalgraphs_rand_q0131.hg.graph,16,0.03,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0132.hg.graph,10,0.02,0.19,0.0,0.02
primalgraphs_rand_q0133.hg.graph,12,0.01,0.18,0.0,0.03
primalgraphs_rand_q0134.hg.graph,25,0.05,0.6,0.75,0.05
primalgraphs_rand_q0135.hg.graph,9,0.02,0.26,0.0,0.04
primalgraphs_rand_q0136.hg.graph,7,0.02,0.16999999999999998,0.0,0.02
primalgraphs_rand_q0137.hg.graph,11,0.01,0.18,0.0,0.03
primalgraphs_rand_q0138.hg.graph,13,0.01,0.2,0.0,0.03
primalgraphs_rand_q0139.hg.graph,3,0.01,0.23,0.0,0.03
primalgraphs_rand_q0140.hg.graph,35,0.05,0.6299999999999999,0.24,0.05
primalgraphs_rand_q0141.hg.graph,47,0.28,0.72,69.66,0.12000000000000001
primalgraphs_rand_q0142.hg.graph,62,0.07,0.6399999999999999,0.11,0.06
primalgraphs_rand_q0143.hg.graph,34,0.05,0.83,0.23,0.04
primalgraphs_rand_q0144.hg.graph,55,0.07,0.53,0.19,0.05
primalgraphs_rand_q0145.hg.graph,3,0.03,0.19,0.0,0.03
primalgraphs_rand_q0146.hg.graph,6,0.01,0.24000000000000002,0.0,0.02
primalgraphs_rand_q0147.hg.graph,6,0.01,0.27,0.0,0.03
primalgraphs_rand_q0148.hg.graph,50,0.03,0.42000000000000004,0.02,0.05
primalgraphs_rand_q0149.hg.graph,22,2.06,1.4600000000000002,TO,0.30000000000000004
primalgraphs_rand_q0150.hg.graph,34,0.01,0.34,0.01,0.04
primalgraphs_rand_q0151.hg.graph,53,0.07,0.5700000000000001,0.31,0.05
primalgraphs_rand_q0152.hg.graph,3,0.01,0.18,0.0,0.03
primalgraphs_rand_q0153.hg.graph,5,0.01,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0154.hg.graph,39,0.02,0.35000000000000003,0.01,0.05
primalgraphs_rand_q0155.hg.graph,20,0.01,0.21,0.0,0.02
primalgraphs_rand_q0156.hg.graph,38,0.04,0.37,0.01,0.04
primalgraphs_rand_q0157.hg.graph,35,0.05,0.64,0.37,0.05
primalgraphs_rand_q0158.hg.graph,4,0.01,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0159.hg.graph,19,0.01,0.21,0.0,0.03
primalgraphs_rand_q0160.hg.graph,30,0.13,0.79,170.66,0.07
primalgraphs_rand_q0161.hg.graph,27,0.28,0.71,TO,0.11
primalgraphs_rand_q0162.hg.graph,53,729.61,20.55,TO,218.49
primalgraphs_rand_q0163.hg.graph,8,0.09,0.44,255.66,0.04
primalgraphs_rand_q0164.hg.graph,29,0.01,0.23,0.0,0.03
