instance,fhtw,n,kn,time,phase,minseps,pmcs
hypergraphs_rand_q0134.hg,3.600,68,40,0.24,5,138,703
hypergraphs_rand_q0135.hg,2.333,30,17,0.07,5,18,42
hypergraphs_rand_q0136.hg,1.000,8,0,0.03,1,0,0
hypergraphs_rand_q0137.hg,1.500,12,0,0.03,1,0,0
hypergraphs_rand_q0138.hg,2.000,15,0,0.03,1,0,0
hypergraphs_rand_q0139.hg,2.000,47,12,0.1,5,59,240
hypergraphs_rand_q0140.hg,4.690,43,43,0.64,5,269,869
hypergraphs_rand_q0141.hg,5.923,60,60,14.09,5,3637,16969
hypergraphs_rand_q0142.hg,4.758,69,69,0.75,5,156,455
hypergraphs_rand_q0143.hg,4.579,44,43,0.56,5,277,923
hypergraphs_rand_q0144.hg,4.468,61,61,0.59,5,171,519
hypergraphs_rand_q0145.hg,2.000,26,7,0.06,5,7,13
hypergraphs_rand_q0146.hg,2.000,43,7,0.04,5,4,7
hypergraphs_rand_q0147.hg,2.000,46,6,0.04,5,2,4
hypergraphs_rand_q0148.hg,3.636,53,53,0.1,5,13,24
hypergraphs_rand_q0149.hg,5.750,84,54,489.33,5,88218,2012255
hypergraphs_rand_q0150.hg,2.848,37,37,0.04,5,5,9
hypergraphs_rand_q0151.hg,4.839,62,62,1.05,5,273,867
hypergraphs_rand_q0152.hg,1.000,21,0,0.02,1,0,0
hypergraphs_rand_q0153.hg,1.000,6,0,0.03,1,0,0
hypergraphs_rand_q0154.hg,3.559,42,42,0.07,5,7,13
hypergraphs_rand_q0155.hg,2.039,21,0,0.03,1,0,0
hypergraphs_rand_q0156.hg,3.098,41,41,0.07,5,6,11
hypergraphs_rand_q0157.hg,4.575,44,44,0.59,5,250,855
hypergraphs_rand_q0158.hg,1.000,5,0,0.02,1,0,0
hypergraphs_rand_q0159.hg,2.154,21,0,0.02,1,0,0
hypergraphs_rand_q0160.hg,5.000,79,49,3.02,5,1057,11498
hypergraphs_rand_q0161.hg,5.167,65,49,8.76,5,3128,32223
hypergraphs_rand_q0162.hg,-1,93,85,TO,4,3154631,50811327
hypergraphs_rand_q0163.hg,4.000,47,33,17.01,5,12064,136792
hypergraphs_rand_q0164.hg,2.708,31,0,0.04,1,0,0
hypergraphs_rand_q0165.hg,1.929,25,0,0.04,1,0,0
hypergraphs_rand_q0166.hg,5.901,91,91,32.46,5,4732,21133
hypergraphs_rand_q0167.hg,2.667,37,15,0.06,5,25,71
hypergraphs_rand_q0168.hg,4.250,68,59,2.68,5,1113,7936
hypergraphs_rand_q0169.hg,4.250,55,35,2.58,5,1474,13513
hypergraphs_rand_q0170.hg,2.000,37,11,0.05,5,2,4
hypergraphs_rand_q0171.hg,2.824,17,17,0.03,5,4,7
hypergraphs_rand_q0172.hg,1.000,10,0,0.02,1,0,0
hypergraphs_rand_q0173.hg,3.471,43,40,0.18,5,108,345
hypergraphs_rand_q0174.hg,7.321,69,63,1424.24,5,237285,3009036
hypergraphs_rand_q0175.hg,2.000,17,8,0.04,5,5,10
hypergraphs_rand_q0176.hg,4.727,38,37,0.58,5,329,1202
hypergraphs_rand_q0177.hg,1.500,21,0,0.02,1,0,0
hypergraphs_rand_q0178.hg,1.000,9,0,0.01,1,0,0
hypergraphs_rand_q0179.hg,4.333,77,47,2.26,5,1116,9210
hypergraphs_rand_q0180.hg,2.000,38,6,0.05,5,9,20
hypergraphs_rand_q0181.hg,4.970,77,77,5.59,5,1239,4844
hypergraphs_rand_q0182.hg,4.000,40,27,0.85,5,691,4947
hypergraphs_rand_q0183.hg,6.643,69,69,220.71,5,41153,256897
hypergraphs_rand_q0184.hg,7.127,57,53,1362.41,5,320785,3368993
hypergraphs_rand_q0185.hg,2.500,50,18,0.09,5,50,168
hypergraphs_rand_q0186.hg,3.886,30,30,0.07,5,17,36
hypergraphs_rand_q0187.hg,4.500,25,25,0.23,5,168,591
hypergraphs_rand_q0188.hg,2.855,41,41,0.1,5,24,53
hypergraphs_rand_q0189.hg,6.263,41,40,26.59,5,10428,71974
hypergraphs_rand_q0190.hg,4.000,55,30,3.49,5,2592,24373
hypergraphs_rand_q0191.hg,3.115,50,50,0.08,5,6,11
hypergraphs_rand_q0192.hg,6.785,93,89,1109.05,5,178256,1448529
hypergraphs_rand_q0193.hg,-1,97,95,TO,4,614372,5066131
hypergraphs_rand_q0194.hg,4.000,35,29,1.07,5,908,6158
hypergraphs_rand_q0195.hg,5.147,58,57,5.79,5,2185,10180
hypergraphs_rand_q0196.hg,5.546,67,67,14.42,5,3455,15565
hypergraphs_rand_q0197.hg,6.333,67,46,565.65,5,112873,2664251
hypergraphs_rand_q0198.hg,6.954,77,76,2023.29,5,319888,2636191
hypergraphs_rand_q0199.hg,-1,88,68,TO,4,3561669,119159987
hypergraphs_rand_q0200.hg,3.315,39,39,0.060000000000000005,5,7,12
hypergraphs_rand_q0201.hg,4.000,55,32,2.5100000000000002,5,1850,18316
hypergraphs_rand_q0202.hg,4.525,69,69,0.85,5,212,630
hypergraphs_rand_q0203.hg,5.824,73,73,27.86,5,5651,27230
hypergraphs_rand_q0204.hg,-1,64,59,TO,4,5016426,64268260
hypergraphs_rand_q0205.hg,3.000,27,14,0.12,5,75,283
hypergraphs_rand_q0206.hg,6.862,71,56,1494.8,5,351604,4351582
hypergraphs_rand_q0207.hg,6.000,73,50,276.25,5,70787,1132396
hypergraphs_rand_q0208.hg,-1,65,53,TO,4,914385,13098280
hypergraphs_rand_q0209.hg,2.000,51,8,0.05,5,5,10
hypergraphs_rand_q0210.hg,-1,84,77,TO,4,1815491,27746239
hypergraphs_rand_q0211.hg,6.921,59,56,478.75,5,112179,946964
hypergraphs_rand_q0212.hg,3.000,56,24,0.08,5,33,113
hypergraphs_rand_q0213.hg,5.429,53,46,19.83,5,8496,67565
hypergraphs_rand_q0214.hg,4.829,41,41,0.38,5,147,462
hypergraphs_rand_q0215.hg,1.000,5,0,0.02,1,0,0
hypergraphs_rand_q0216.hg,5.103,34,34,1.0,5,591,2460
hypergraphs_rand_q0217.hg,1.500,10,0,0.03,1,0,0
hypergraphs_rand_q0218.hg,4.819,53,52,5.4,5,2213,10502
hypergraphs_rand_q0219.hg,4.857,61,58,4.06,5,1828,8685
hypergraphs_rand_q0220.hg,5.404,77,77,8.42,5,1824,7451
hypergraphs_rand_q0221.hg,6.136,86,85,154.06,5,28564,163060
hypergraphs_rand_q0222.hg,3.000,34,18,0.11,5,72,235
hypergraphs_rand_q0223.hg,4.685,68,68,2.59,5,937,3790
hypergraphs_rand_q0224.hg,-1,98,96,TO,4,1280784,10834795
hypergraphs_rand_q0225.hg,5.568,67,67,11.07,5,2815,12723
hypergraphs_rand_q0226.hg,4.910,42,42,0.47,5,185,603
hypergraphs_rand_q0227.hg,6.306,47,47,37.97,5,13350,84508
hypergraphs_rand_q0228.hg,2.000,16,10,0.05,5,2,4
hypergraphs_rand_q0229.hg,-1,81,79,TO,4,3171568,31548325
hypergraphs_rand_q0230.hg,5.326,47,47,3.16,5,1248,5433
hypergraphs_rand_q0231.hg,2.000,13,0,0.01,1,0,0
hypergraphs_rand_q0232.hg,2.833,32,31,0.08,5,33,78
hypergraphs_rand_q0233.hg,2.250,9,0,0.02,1,0,0
hypergraphs_rand_q0234.hg,1.333,5,0,0.02,1,0,0
hypergraphs_rand_q0235.hg,6.245,89,89,90.12,5,14956,75029
hypergraphs_rand_q0236.hg,1.500,9,0,0.03,1,0,0
hypergraphs_rand_q0237.hg,2.000,42,11,0.05,5,10,21
hypergraphs_rand_q0238.hg,2.286,39,15,0.04,5,6,12
hypergraphs_rand_q0239.hg,7.126,77,76,887.06,5,131318,895096
hypergraphs_rand_q0240.hg,6.231,83,74,294.43,5,35098,765700
hypergraphs_rand_q0241.hg,5.500,81,79,49.98,5,13864,83708
hypergraphs_rand_q0242.hg,6.395,99,94,1264.19,5,197510,2019894
hypergraphs_rand_q0243.hg,3.000,29,19,0.19,5,181,884
hypergraphs_rand_q0244.hg,1.000,12,0,0.02,1,0,0
hypergraphs_rand_q0245.hg,2.000,6,0,0.03,1,0,0
hypergraphs_rand_q0246.hg,4.000,47,38,0.5800000000000001,5,451,2021
hypergraphs_rand_q0247.hg,2.500,11,0,0.04,1,0,0
hypergraphs_rand_q0248.hg,6.092,52,51,62.33,5,20799,153059
hypergraphs_rand_q0249.hg,5.875,79,55,72.9,5,18228,244602
hypergraphs_rand_q0250.hg,6.500,76,68,783.86,5,143786,1636722
hypergraphs_rand_q0251.hg,3.000,56,17,0.15,5,121,627
hypergraphs_rand_q0252.hg,3.193,49,49,0.06,5,3,6
hypergraphs_rand_q0253.hg,4.471,55,55,0.43,5,126,366
hypergraphs_rand_q0254.hg,3.800,59,32,7.2,5,4848,53258
hypergraphs_rand_q0255.hg,3.333,64,34,0.12,5,45,180
hypergraphs_rand_q0256.hg,5.222,70,69,10.49,5,2876,12793
hypergraphs_rand_q0257.hg,6.690,65,64,202.9,5,34226,218260
hypergraphs_rand_q0258.hg,2.488,14,12,0.03,5,2,4
hypergraphs_rand_q0259.hg,7.076,93,90,2374.79,5,280466,2027813
hypergraphs_rand_q0260.hg,3.024,42,42,0.05,5,3,5
hypergraphs_rand_q0261.hg,4.697,53,53,3.35,5,1395,6542
hypergraphs_rand_q0262.hg,6.103,90,89,61.08,5,9898,48637
hypergraphs_rand_q0263.hg,-1,82,61,TO,4,1843805,45846873
hypergraphs_rand_q0264.hg,-1,77,67,TO,4,607471,7725094
hypergraphs_rand_q0265.hg,1.649,22,0,0.02,1,0,0
hypergraphs_rand_q0266.hg,2.000,53,10,0.06,5,7,13
hypergraphs_rand_q0267.hg,1.259,15,0,0.02,1,0,0
hypergraphs_rand_q0268.hg,3.461,32,32,0.06,5,12,21
hypergraphs_rand_q0269.hg,4.880,36,36,0.33,5,158,503
hypergraphs_rand_q0270.hg,5.000,34,29,1.9,5,1503,8881
hypergraphs_rand_q0271.hg,5.727,64,61,70.24,5,19124,198227
hypergraphs_rand_q0272.hg,1.590,21,0,0.02,1,0,0
hypergraphs_rand_q0273.hg,3.738,43,43,0.12,5,36,84
hypergraphs_rand_q0274.hg,3.150,47,47,0.06,5,2,4
hypergraphs_rand_q0275.hg,1.000,39,0,0.01,1,0,0
hypergraphs_rand_q0276.hg,2.200,25,0,0.03,1,0,0
hypergraphs_rand_q0277.hg,5.833,84,49,100.93,5,24531,393966
hypergraphs_rand_q0278.hg,6.300,92,72,396.91,5,62574,969450
hypergraphs_rand_q0279.hg,4.678,67,67,2.29,5,732,2793
hypergraphs_rand_q0280.hg,6.835,75,73,853.05,5,143764,1054654
hypergraphs_rand_q0281.hg,1.500,38,0,0.02,1,0,0
hypergraphs_rand_q0282.hg,3.000,31,28,0.07,5,34,93
hypergraphs_rand_q0283.hg,3.000,49,20,0.06,5,18,51
hypergraphs_rand_q0284.hg,5.200,82,82,3.42,5,615,2155
hypergraphs_rand_q0285.hg,2.463,27,27,0.03,5,2,4
hypergraphs_rand_q0286.hg,2.833,27,26,0.04,5,5,9
hypergraphs_rand_q0287.hg,5.106,54,52,10.13,5,4318,23419
hypergraphs_rand_q0288.hg,3.000,31,20,0.18,5,162,706
hypergraphs_rand_q0289.hg,-1,72,70,TO,4,1134161,11216121
hypergraphs_rand_q0290.hg,5.147,78,77,5.52,5,1327,5252
hypergraphs_rand_q0291.hg,4.990,49,48,3.89,5,1989,9400
hypergraphs_rand_q0292.hg,1.000,5,0,0.01,1,0,0
hypergraphs_rand_q0293.hg,6.184,81,78,172.49,5,33951,203892
hypergraphs_rand_q0294.hg,6.554,74,72,1164.4,5,209521,2077652
hypergraphs_rand_q0295.hg,-1,71,70,TO,4,1237107,11883706
hypergraphs_rand_q0296.hg,2.107,22,0,0.03,1,0,0
hypergraphs_rand_q0297.hg,3.190,15,15,0.03,5,8,15
hypergraphs_rand_q0298.hg,5.385,81,44,34.41,5,9675,159144
hypergraphs_rand_q0299.hg,4.342,53,53,0.99,5,420,1503
hypergraphs_rand_q0300.hg,6.053,67,66,198.48,5,49688,359609
hypergraphs_rand_q0301.hg,4.000,40,26,0.48,5,441,2395
hypergraphs_rand_q0302.hg,1.368,17,0,0.02,1,0,0
hypergraphs_rand_q0303.hg,2.500,24,17,0.04,5,16,34
hypergraphs_rand_q0304.hg,-1,91,78,TO,3,126760238,0
hypergraphs_rand_q0305.hg,1.000,17,0,0.02,1,0,0
hypergraphs_rand_q0306.hg,7.139,70,54,3228.89,5,638550,10613761
hypergraphs_rand_q0307.hg,5.133,67,67,2.84,5,665,2491
hypergraphs_rand_q0308.hg,6.305,86,81,276.39,5,62007,525172
hypergraphs_rand_q0309.hg,7.125,94,86,2923.32,5,425986,4259662
hypergraphs_rand_q0310.hg,5.000,60,31,3.74,5,1791,25210
hypergraphs_rand_q0311.hg,4.944,56,54,12.82,5,4895,36522
hypergraphs_rand_q0312.hg,6.228,68,66,51.0,5,11985,62034
hypergraphs_rand_q0313.hg,1.000,9,0,0.02,1,0,0
hypergraphs_rand_q0314.hg,3.000,55,30,0.67,5,547,5049
hypergraphs_rand_q0315.hg,2.169,29,0,0.04,1,0,0
hypergraphs_rand_q0316.hg,3.817,44,44,0.2,5,77,194
hypergraphs_rand_q0317.hg,1.182,14,0,0.03,1,0,0
hypergraphs_rand_q0318.hg,4.725,35,33,1.24,5,823,3731
hypergraphs_rand_q0319.hg,4.587,45,45,0.63,5,268,930
hypergraphs_rand_q0320.hg,-1,95,93,TO,4,584719,5197250
hypergraphs_rand_q0321.hg,3.566,35,35,0.08,5,13,25
hypergraphs_rand_q0322.hg,4.629,69,69,1.5,5,487,1682
hypergraphs_rand_q0323.hg,2.391,23,0,0.02,1,0,0
hypergraphs_rand_q0324.hg,1.000,11,0,0.02,1,0,0
hypergraphs_rand_q0325.hg,3.000,36,16,0.14,5,94,381
hypergraphs_rand_q0326.hg,6.176,94,86,293.9,5,33728,645484
hypergraphs_rand_q0327.hg,4.250,60,35,6.28,5,3623,30143
hypergraphs_rand_q0328.hg,-1,72,62,TO,4,1283646,15342086
hypergraphs_rand_q0329.hg,6.165,63,63,55.47,5,13412,78136
hypergraphs_rand_q0330.hg,5.696,73,72,23.02,5,5913,28375
hypergraphs_rand_q0331.hg,6.731,57,55,117.98,5,31282,207669
hypergraphs_rand_q0332.hg,1.000,11,0,0.03,1,0,0
hypergraphs_rand_q0333.hg,5.554,77,73,72.75,5,19239,146695
hypergraphs_rand_q0334.hg,5.000,48,43,3.72,5,2078,11353
hypergraphs_rand_q0335.hg,1.500,53,0,0.02,1,0,0
hypergraphs_rand_q0336.hg,2.123,14,0,0.02,1,0,0
hypergraphs_rand_q0337.hg,1.692,20,0,0.02,1,0,0
hypergraphs_rand_q0338.hg,1.667,12,0,0.01,1,0,0
hypergraphs_rand_q0339.hg,2.773,27,27,0.05,5,6,11
hypergraphs_rand_q0340.hg,2.000,48,4,0.06,5,2,4
hypergraphs_rand_q0341.hg,6.422,95,89,812.59,5,104226,1494276
hypergraphs_rand_q0342.hg,4.000,63,42,0.3,5,163,1018
hypergraphs_rand_q0343.hg,4.108,23,23,0.13,5,50,132
hypergraphs_rand_q0344.hg,2.050,25,0,0.04,1,0,0
hypergraphs_rand_q0345.hg,2.200,15,15,0.04,5,2,4
hypergraphs_rand_q0346.hg,2.750,11,10,0.03,5,4,7
hypergraphs_rand_q0347.hg,1.000,7,0,0.05,1,0,0
hypergraphs_rand_q0348.hg,4.705,57,55,2.17,5,1116,4747
hypergraphs_rand_q0349.hg,6.406,92,92,240.04,5,32940,179262
hypergraphs_rand_q0350.hg,4.429,56,46,1.63,5,842,5619
hypergraphs_rand_q0351.hg,2.000,27,5,0.05,5,5,10
hypergraphs_rand_q0352.hg,1.333,13,0,0.01,1,0,0
hypergraphs_rand_q0353.hg,-1,95,94,TO,4,1044235,8406554
hypergraphs_rand_q0354.hg,3.000,15,14,0.06,5,23,51
hypergraphs_rand_q0355.hg,5.409,59,56,83.72,5,23941,231061
hypergraphs_rand_q0356.hg,-1,84,66,TO,3,59810555,0
hypergraphs_rand_q0357.hg,-1,86,78,TO,4,1037628,13757470
hypergraphs_rand_q0358.hg,2.088,19,0,0.02,1,0,0
hypergraphs_rand_q0359.hg,1.392,16,0,0.02,1,0,0
hypergraphs_rand_q0360.hg,1.000,8,0,0.01,1,0,0
hypergraphs_rand_q0361.hg,3.975,50,50,0.67,5,373,1343
hypergraphs_rand_q0362.hg,1.333,9,0,0.03,1,0,0
hypergraphs_rand_q0363.hg,3.809,37,37,0.16,5,43,102
hypergraphs_rand_q0364.hg,6.841,55,52,168.56,5,42191,301044
hypergraphs_rand_q0365.hg,-1,76,72,TO,4,3134738,33115403
hypergraphs_rand_q0366.hg,2.333,30,29,0.06,5,6,9
hypergraphs_rand_q0367.hg,6.667,86,69,1419.92,5,165586,3564150
hypergraphs_rand_q0368.hg,1.000,20,0,0.03,1,0,0
hypergraphs_rand_q0369.hg,-1,90,77,TO,3,5962584,0
hypergraphs_rand_q0370.hg,2.000,21,16,0.05,5,12,24
hypergraphs_rand_q0371.hg,5.944,38,37,8.51,5,4072,23869
hypergraphs_rand_q0372.hg,6.909,55,46,540.75,5,161130,2215740
hypergraphs_rand_q0373.hg,4.500,74,47,2.05,5,700,8326
hypergraphs_rand_q0374.hg,4.021,55,55,0.21,5,40,89
hypergraphs_rand_q0375.hg,5.831,43,43,6.68,5,2625,13414
hypergraphs_rand_q0376.hg,6.132,72,71,164.84,5,37677,287475
hypergraphs_rand_q0377.hg,4.500,73,49,1.43,5,558,5343
hypergraphs_rand_q0378.hg,3.500,49,33,0.11,5,45,187
hypergraphs_rand_q0379.hg,-1,81,79,TO,4,801523,6422501
hypergraphs_rand_q0380.hg,7.143,56,48,1154.99,5,352004,4106675
hypergraphs_rand_q0381.hg,5.388,80,80,5.84,5,1062,4080
hypergraphs_rand_q0382.hg,-1,93,93,TO,4,1978103,16549969
hypergraphs_rand_q0383.hg,1.000,24,0,0.05,1,0,0
hypergraphs_rand_q0384.hg,6.708,75,75,241.69,5,44542,266516
hypergraphs_rand_q0385.hg,1.000,6,0,0.02,1,0,0
hypergraphs_rand_q0386.hg,2.000,21,6,0.04,5,5,10
hypergraphs_rand_q0387.hg,4.667,67,49,3.78,5,1596,14454
hypergraphs_rand_q0388.hg,1.000,16,0,0.02,1,0,0
hypergraphs_rand_q0389.hg,2.438,27,27,0.03,5,7,13
hypergraphs_rand_q0390.hg,2.853,33,33,0.03,5,2,4
hypergraphs_rand_q0391.hg,6.828,92,86,1759.31,5,248509,2923056
hypergraphs_rand_q0392.hg,1.800,13,0,0.02,1,0,0
hypergraphs_rand_q0393.hg,7.014,85,85,465.33,5,59387,338398
hypergraphs_rand_q0394.hg,5.500,67,39,25.69,5,9071,129167
hypergraphs_rand_q0395.hg,3.349,39,39,0.03,5,10,18
hypergraphs_rand_q0396.hg,2.956,33,33,0.06,5,6,10
hypergraphs_rand_q0397.hg,4.615,55,47,4.16,5,2078,14642
hypergraphs_rand_q0398.hg,5.900,86,85,115.21,5,22739,130791
hypergraphs_rand_q0399.hg,4.360,64,64,0.54,5,148,407
hypergraphs_rand_q0400.hg,1.304,16,0,0.02,1,0,0
hypergraphs_rand_q0401.hg,3.742,54,54,0.12,5,17,35
hypergraphs_rand_q0402.hg,2.500,31,11,0.08,5,33,95
hypergraphs_rand_q0403.hg,3.500,55,29,0.14,5,78,385
hypergraphs_rand_q0404.hg,3.923,24,22,0.12,5,70,202
hypergraphs_rand_q0405.hg,2.667,56,20,0.13,5,80,291
hypergraphs_rand_q0406.hg,2.386,32,0,0.02,1,0,0
hypergraphs_rand_q0407.hg,2.000,42,8,0.05,5,7,15
hypergraphs_rand_q0408.hg,2.333,35,12,0.06,5,27,81
hypergraphs_rand_q0409.hg,2.877,39,0,0.03,1,0,0
hypergraphs_rand_q0410.hg,1.726,21,0,0.02,1,0,0
hypergraphs_rand_q0411.hg,1.500,5,0,0.02,1,0,0
hypergraphs_rand_q0412.hg,1.000,6,0,0.01,1,0,0
hypergraphs_rand_q0413.hg,1.910,23,0,0.03,1,0,0
hypergraphs_rand_q0414.hg,4.748,72,72,2.71,5,722,2626
hypergraphs_rand_q0415.hg,-1,95,95,TO,4,478591,3326577
hypergraphs_rand_q0416.hg,2.000,17,7,0.05,5,7,14
hypergraphs_rand_q0417.hg,1.000,6,0,0.01,1,0,0
hypergraphs_rand_q0418.hg,2.600,53,25,0.06,5,16,42
hypergraphs_rand_q0419.hg,6.324,76,69,709.01,5,135109,1426156
hypergraphs_rand_q0420.hg,6.707,68,67,441.87,5,84808,586434
hypergraphs_rand_q0421.hg,1.000,5,0,0.02,1,0,0
hypergraphs_rand_q0422.hg,4.500,86,53,1.26,5,535,4019
hypergraphs_rand_q0423.hg,2.955,39,39,0.060000000000000005,5,11,20
hypergraphs_rand_q0424.hg,1.990,22,0,0.03,1,0,0
hypergraphs_rand_q0425.hg,5.750,74,67,64.23,5,12541,177237
hypergraphs_rand_q0426.hg,6.667,74,63,1227.52,5,211700,3066603
hypergraphs_rand_q0427.hg,5.082,74,74,2.63,5,593,2162
hypergraphs_rand_q0428.hg,1.000,5,0,0.01,1,0,0
hypergraphs_rand_q0429.hg,-1,62,59,TO,4,848782,8703315
hypergraphs_rand_q0430.hg,4.333,59,27,2.8,5,2125,18746
hypergraphs_rand_q0431.hg,2.000,28,13,0.07,5,37,119
hypergraphs_rand_q0432.hg,6.239,90,90,63.54,5,7967,38584
hypergraphs_rand_q0433.hg,4.714,43,34,5.79,5,3972,28536
hypergraphs_rand_q0434.hg,1.500,11,0,0.01,1,0,0
hypergraphs_rand_q0435.hg,1.000,12,0,0.01,1,0,0
hypergraphs_rand_q0436.hg,3.333,21,19,0.11,5,71,221
hypergraphs_rand_q0437.hg,4.329,44,44,0.19,5,60,149
hypergraphs_rand_q0438.hg,6.333,90,79,369.42,5,29814,915628
hypergraphs_rand_q0439.hg,2.979,37,37,0.1,5,30,65
hypergraphs_rand_q0440.hg,5.049,65,65,5.140000000000001,5,1841,8183
hypergraphs_rand_q0441.hg,3.122,31,31,0.06,5,16,32
hypergraphs_rand_q0442.hg,2.080,24,0,0.02,1,0,0
hypergraphs_rand_q0443.hg,1.345,17,0,0.02,1,0,0
hypergraphs_rand_q0444.hg,3.818,27,27,0.07,5,20,41
hypergraphs_rand_q0445.hg,6.844,61,61,111.15,5,21894,126673
hypergraphs_rand_q0446.hg,1.920,22,0,0.02,1,0,0
hypergraphs_rand_q0447.hg,1.500,16,0,0.03,1,0,0
hypergraphs_rand_q0448.hg,5.500,62,43,34.04,5,12029,164997
hypergraphs_rand_q0449.hg,1.000,10,0,0.06,1,0,0
hypergraphs_rand_q0450.hg,-1,82,71,TO,4,3226052,45453968
hypergraphs_rand_q0451.hg,2.316,20,20,0.05,5,3,6
hypergraphs_rand_q0452.hg,3.000,38,21,0.22,5,194,1055
hypergraphs_rand_q0453.hg,4.286,62,53,2.24,5,1063,7025
hypergraphs_rand_q0454.hg,5.000,54,41,100.35,5,45580,569182
hypergraphs_rand_q0455.hg,1.500,30,0,0.04,1,0,0
hypergraphs_rand_q0456.hg,5.250,56,39,23.99,5,11263,111772
hypergraphs_rand_q0457.hg,2.500,24,24,0.04,5,13,27
hypergraphs_rand_q0458.hg,-1,74,69,TO,4,1025623,10504295
hypergraphs_rand_q0459.hg,6.485,57,56,110.96,5,29746,199204
hypergraphs_rand_q0460.hg,2.564,33,0,0.04,1,0,0
hypergraphs_rand_q0461.hg,4.400,40,40,0.43,5,222,746
hypergraphs_rand_q0462.hg,2.710,17,0,0.02,1,0,0
hypergraphs_rand_q0463.hg,1.000,12,0,0.03,1,0,0
hypergraphs_rand_q0464.hg,5.500,52,36,42.97,5,23087,262767
hypergraphs_rand_q0465.hg,2.000,17,13,0.04,5,5,10
hypergraphs_rand_q0466.hg,1.000,24,0,0.02,1,0,0
hypergraphs_rand_q0467.hg,1.500,24,0,0.05,1,0,0
hypergraphs_rand_q0468.hg,5.625,81,81,9.07,5,1660,6658
hypergraphs_rand_q0469.hg,1.000,5,0,0.02,1,0,0
hypergraphs_rand_q0470.hg,5.314,75,63,56.72,5,16670,143985
hypergraphs_rand_q0471.hg,6.955,65,64,365.85,5,72770,521877
hypergraphs_rand_q0472.hg,-1,99,92,TO,3,33217008,0
hypergraphs_rand_q0473.hg,5.600,68,63,37.27,5,12404,97203
hypergraphs_rand_q0474.hg,4.765,63,57,5.4,5,2671,15670
hypergraphs_rand_q0475.hg,1.000,28,0,0.03,1,0,0
hypergraphs_rand_q0476.hg,2.500,17,14,0.05,5,19,40
hypergraphs_rand_q0477.hg,7.007,78,75,1189.02,5,215709,1781157
hypergraphs_rand_q0478.hg,-1,82,63,TO,4,5027313,148742762
hypergraphs_rand_q0479.hg,3.625,54,46,0.2,5,107,445
hypergraphs_rand_q0480.hg,5.677,91,91,14.55,5,2083,8267
hypergraphs_rand_q0481.hg,4.000,79,53,0.41,5,172,1257
hypergraphs_rand_q0482.hg,6.048,63,59,119.49,5,31134,223490
hypergraphs_rand_q0483.hg,4.495,40,40,0.28,5,111,317
hypergraphs_rand_q0484.hg,4.154,50,49,0.8200000000000001,5,489,1839
hypergraphs_rand_q0485.hg,6.585,90,90,332.49,5,46781,270843
hypergraphs_rand_q0486.hg,4.778,29,28,0.28,5,197,695
hypergraphs_rand_q0487.hg,4.964,43,43,1.65,5,874,3595
hypergraphs_rand_q0488.hg,5.734,65,65,17.22,5,3899,19047
hypergraphs_rand_q0489.hg,3.500,45,18,0.19,5,156,803
hypergraphs_rand_q0490.hg,5.000,62,39,54.53,5,30589,390688
hypergraphs_rand_q0491.hg,4.000,51,31,1.93,5,1691,12843
hypergraphs_rand_q0492.hg,1.222,15,0,0.05,1,0,0
hypergraphs_rand_q0493.hg,2.500,60,21,0.04,5,9,21
hypergraphs_rand_q0494.hg,3.333,12,12,0.03,5,5,9
hypergraphs_rand_q0495.hg,5.859,79,79,41.95,5,8284,40896
hypergraphs_rand_q0496.hg,1.167,12,0,0.03,1,0,0
hypergraphs_rand_q0497.hg,4.006,43,43,0.16,5,39,93
hypergraphs_rand_q0498.hg,-1,85,78,TO,4,1220205,13811723
hypergraphs_rand_q0499.hg,1.143,13,0,0.03,1,0,0
hypergraphs_rand_q0500.hg,4.368,38,38,0.26,5,104,298
hypergraphs_reg-s20-p03-c20-d10-n10-l5-00.xml.hg,-1,130,90,TO,3,27242215,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-01.xml.hg,-1,130,90,TO,3,36154428,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-02.xml.hg,-1,130,90,TO,3,26189854,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-03.xml.hg,-1,130,90,TO,3,32604067,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-04.xml.hg,-1,130,90,TO,3,37651154,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-05.xml.hg,-1,130,90,TO,3,31156602,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-06.xml.hg,-1,130,90,TO,3,23165087,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-07.xml.hg,-1,130,90,TO,3,35547392,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-08.xml.hg,-1,130,90,TO,3,33412999,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-09.xml.hg,-1,130,90,TO,3,26425672,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-10.xml.hg,-1,130,90,TO,3,28570847,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-11.xml.hg,-1,130,90,TO,3,28421944,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-12.xml.hg,-1,130,90,TO,3,38216751,0
