instance,tw,triang_fhtw,frasmt_fhtw
hypergraphs_Pi-40-10-07948-40-51.xml.hg,6.000,60.97,310.34
hypergraphs_Pi-40-10-07948-40-52.xml.hg,7.000,125.47,TO
hypergraphs_Pi-40-10-07948-40-53.xml.hg,6.500,146.26,2116.14
hypergraphs_Pi-40-10-07948-40-54.xml.hg,7.000,387.33,TO
hypergraphs_Pi-40-10-07948-40-55.xml.hg,6.500,54.77,2802.36
hypergraphs_Pi-40-10-07948-40-56.xml.hg,6.000,27.15,204.7
hypergraphs_Pi-40-10-07948-40-57.xml.hg,6.500,101.18,1560.06
hypergraphs_Pi-40-10-07948-40-58.xml.hg,6.000,157.43,249.88
hypergraphs_Pi-40-10-07948-40-59.xml.hg,5.000,50.34,176.9
hypergraphs_Pi-40-10-07948-40-60.xml.hg,7.000,117.76,TO
hypergraphs_Pi-40-10-07948-40-61.xml.hg,6.500,246.0,TO
hypergraphs_Pi-40-10-07948-40-62.xml.hg,6.000,66.6,187.58
hypergraphs_Pi-40-10-07948-40-63.xml.hg,7.000,221.61,TO
hypergraphs_Pi-40-10-07948-40-64.xml.hg,6.000,114.69,342.04
hypergraphs_Pi-40-10-07948-40-65.xml.hg,7.000,214.48,TO
hypergraphs_Pi-40-10-07948-40-66.xml.hg,6.500,62.71,504.74
hypergraphs_Pi-40-10-07948-40-67.xml.hg,6.500,95.14,TO
hypergraphs_Pi-40-10-07948-40-68.xml.hg,6.500,73.95,TO
hypergraphs_Pi-40-10-07948-40-69.xml.hg,6.500,82.74,TO
hypergraphs_Pi-40-10-07948-40-70.xml.hg,6.000,52.9,141.8
hypergraphs_Pi-40-10-07948-40-71.xml.hg,7.000,487.3,TO
hypergraphs_Pi-40-10-07948-40-72.xml.hg,6.000,55.04,165.44
hypergraphs_Pi-40-10-07948-40-73.xml.hg,6.500,71.84,1301.64
hypergraphs_Pi-40-10-07948-40-74.xml.hg,6.000,130.6,273.64
hypergraphs_Pi-40-10-07948-40-75.xml.hg,6.500,266.84,TO
hypergraphs_Pi-40-10-07948-40-76.xml.hg,6.000,49.74,199.83
hypergraphs_Pi-40-10-07948-40-77.xml.hg,6.500,239.89,TO
hypergraphs_Pi-40-10-07948-40-78.xml.hg,6.500,255.23,TO
hypergraphs_Pi-40-10-07948-40-79.xml.hg,6.000,81.46,341.06
hypergraphs_Pi-40-10-07948-40-80.xml.hg,5.500,30.17,155.96
hypergraphs_Pi-40-10-07948-40-81.xml.hg,6.500,95.6,2205.84
hypergraphs_Pi-40-10-07948-40-82.xml.hg,6.000,53.86,156.7
hypergraphs_Pi-40-10-07948-40-83.xml.hg,7.000,176.65,TO
hypergraphs_Pi-40-10-07948-40-84.xml.hg,6.500,66.54,TO
hypergraphs_Pi-40-10-07948-40-85.xml.hg,6.500,45.59,TO
hypergraphs_Pi-40-10-07948-40-86.xml.hg,6.000,113.18,215.37
hypergraphs_Pi-40-10-07948-40-87.xml.hg,6.500,132.04,TO
hypergraphs_Pi-40-10-07948-40-88.xml.hg,6.000,95.04,202.57
hypergraphs_Pi-40-10-07948-40-89.xml.hg,6.500,81.38,3103.57
hypergraphs_Pi-40-10-07948-40-90.xml.hg,7.000,105.6,TO
hypergraphs_Pi-40-10-07948-40-91.xml.hg,7.000,138.88,TO
hypergraphs_Pi-40-10-07948-40-92.xml.hg,6.500,157.39,1124.3
hypergraphs_Pi-40-10-07948-40-93.xml.hg,6.000,61.87,207.0
hypergraphs_Pi-40-10-07948-40-94.xml.hg,6.000,94.1,178.75
hypergraphs_Pi-40-10-07948-40-95.xml.hg,7.000,104.1,TO
hypergraphs_Pi-40-10-07948-40-96.xml.hg,6.000,101.86,171.08
hypergraphs_Pi-40-10-07948-40-97.xml.hg,6.500,219.4,TO
hypergraphs_Pi-40-10-07948-40-98.xml.hg,6.000,118.63,348.49
hypergraphs_Pi-40-10-07948-40-99.xml.hg,6.500,166.24,TO
hypergraphs_pigeonsPlus-06-03.xml.hg,3.000,0.03,3.5
hypergraphs_pigeonsPlus-06-04.xml.hg,3.000,0.03,2.85
hypergraphs_pigeonsPlus-06-05.xml.hg,3.000,0.02,1.06
hypergraphs_pigeonsPlus-06-06.xml.hg,3.000,0.04,3.63
hypergraphs_pigeonsPlus-06-07.xml.hg,3.000,0.04,3.74
hypergraphs_pigeonsPlus-06-08.xml.hg,3.000,0.04,3.94
hypergraphs_pigeonsPlus-06-09.xml.hg,3.000,0.02,1.35
hypergraphs_pigeonsPlus-06-10.xml.hg,3.000,0.03,1.45
hypergraphs_pigeonsPlus-07-03.xml.hg,3.500,0.04,0.97
hypergraphs_pigeonsPlus-07-04.xml.hg,3.500,0.02,1.05
hypergraphs_pigeonsPlus-07-05.xml.hg,3.500,0.02,1.23
hypergraphs_pigeonsPlus-07-06.xml.hg,3.500,0.03,1.24
hypergraphs_pigeonsPlus-07-07.xml.hg,3.500,0.04,3.58
hypergraphs_pigeonsPlus-07-08.xml.hg,3.500,0.02,3.96
hypergraphs_pigeonsPlus-07-09.xml.hg,3.500,0.04,3.94
hypergraphs_pigeonsPlus-08-03.xml.hg,4.000,0.04,1.05
hypergraphs_pigeonsPlus-08-04.xml.hg,4.000,0.04,1.22
hypergraphs_pigeonsPlus-08-05.xml.hg,4.000,0.03,3.91
hypergraphs_pigeonsPlus-08-06.xml.hg,4.000,0.04,1.42
hypergraphs_pigeonsPlus-08-07.xml.hg,4.000,0.04,1.67
hypergraphs_pigeonsPlus-08-08.xml.hg,4.000,0.04,4.25
hypergraphs_pigeonsPlus-09-03.xml.hg,4.500,0.04,1.25
hypergraphs_pigeonsPlus-09-04.xml.hg,4.500,0.03,1.37
hypergraphs_pigeonsPlus-09-05.xml.hg,4.500,0.04,3.35
hypergraphs_pigeonsPlus-09-06.xml.hg,4.500,0.04,4.05
hypergraphs_pigeonsPlus-09-07.xml.hg,4.500,0.03,1.84
hypergraphs_pigeonsPlus-10-03.xml.hg,5.000,0.04,1.26
hypergraphs_pigeonsPlus-10-04.xml.hg,5.000,0.03,1.54
hypergraphs_pigeonsPlus-10-05.xml.hg,5.000,0.04,1.73
hypergraphs_pigeonsPlus-10-06.xml.hg,5.000,0.03,4.25
hypergraphs_pigeonsPlus-10-07.xml.hg,5.000,0.03,4.58
hypergraphs_pigeonsPlus-11-02.xml.hg,5.500,0.03,1.19
hypergraphs_pigeonsPlus-11-03.xml.hg,5.500,0.04,1.41
hypergraphs_pigeonsPlus-11-04.xml.hg,5.500,0.05,1.7
hypergraphs_pigeonsPlus-11-05.xml.hg,5.500,0.05,1.97
hypergraphs_pigeonsPlus-11-06.xml.hg,5.500,0.04,4.66
hypergraphs_pret-060-25.xml.hg,5.000,2099.4,TO
hypergraphs_pret-060-40.xml.hg,5.000,2230.23,TO
hypergraphs_pret-060-60.xml.hg,5.000,2316.72,TO
hypergraphs_pret-060-75.xml.hg,5.000,2147.25,TO
hypergraphs_pret-150-25.xml.hg,-1,MO,TO
hypergraphs_pret-150-40.xml.hg,-1,TO,TO
hypergraphs_pret-150-60.xml.hg,-1,MO,TO
hypergraphs_pret-150-75.xml.hg,-1,MO,TO
hypergraphs_pret60_25.hg,5.000,2604.41,TO
hypergraphs_pret60_60.hg,5.000,2699.26,TO
hypergraphs_rand-10-20-10-5-10000-01.xml.hg,1.800,0.03,10.41
hypergraphs_rand-10-20-10-5-10000-02.xml.hg,2.000,0.03,10.42
hypergraphs_rand-10-20-10-5-10000-03.xml.hg,2.000,0.05,11.01
hypergraphs_rand-10-20-10-5-10000-04.xml.hg,2.000,0.05,10.74
hypergraphs_rand-10-20-10-5-10000-05.xml.hg,2.000,0.05,11.76
hypergraphs_rand-10-20-10-5-10000-06.xml.hg,2.000,0.05,14.38
hypergraphs_rand-10-20-10-5-10000-07.xml.hg,2.000,0.04,15.13
hypergraphs_rand-10-20-10-5-10000-08.xml.hg,2.333,0.05,14.29
hypergraphs_rand-10-20-10-5-10000-09.xml.hg,2.000,0.05,13.0
hypergraphs_rand-10-20-10-5-10000-10.xml.hg,2.000,0.05,14.8
hypergraphs_rand-10-20-10-5-10000-11.xml.hg,2.000,0.05,14.99
hypergraphs_rand-10-20-10-5-10000-12.xml.hg,2.000,0.05,8.74
hypergraphs_rand-10-20-10-5-10000-13.xml.hg,2.000,0.05,12.67
hypergraphs_rand-10-20-10-5-10000-14.xml.hg,2.000,0.04,14.8
hypergraphs_rand-10-20-10-5-10000-15.xml.hg,2.000,0.04,15.07
hypergraphs_rand-10-20-10-5-10000-16.xml.hg,2.000,0.04,13.06
hypergraphs_rand-10-20-10-5-10000-17.xml.hg,2.000,0.04,12.26
hypergraphs_rand-10-20-10-5-10000-18.xml.hg,2.000,0.03,9.23
hypergraphs_rand-10-20-10-5-10000-19.xml.hg,2.000,0.05,15.1
hypergraphs_rand-10-20-10-5-10000-20.xml.hg,2.000,0.05,10.87
hypergraphs_rand-10-60-20-30-51200-01.xml.hg,5.532,47.83,TO
hypergraphs_rand-10-60-20-30-51200-02.xml.hg,5.692,47.75,TO
hypergraphs_rand-10-60-20-30-51200-03.xml.hg,6.139,87.54,TO
hypergraphs_rand-10-60-20-30-51200-04.xml.hg,5.969,50.68,TO
hypergraphs_rand-10-60-20-30-51200-05.xml.hg,5.631,24.94,TO
hypergraphs_rand-10-60-20-30-51200-06.xml.hg,5.921,60.22,TO
hypergraphs_rand-10-60-20-30-51200-07.xml.hg,5.833,46.09,TO
hypergraphs_rand-10-60-20-30-51200-08.xml.hg,6.228,83.77,TO
hypergraphs_rand-10-60-20-30-51200-09.xml.hg,5.958,78.26,TO
hypergraphs_rand-10-60-20-30-51200-10.xml.hg,5.679,92.66,TO
hypergraphs_rand-10-60-20-30-51200-11.xml.hg,6.076,37.26,TO
hypergraphs_rand-10-60-20-30-51200-12.xml.hg,5.976,50.63,TO
hypergraphs_rand-10-60-20-30-51200-13.xml.hg,5.507,27.91,TO
hypergraphs_rand-10-60-20-30-51200-14.xml.hg,5.725,32.39,TO
hypergraphs_rand-10-60-20-30-51200-15.xml.hg,5.857,38.28,TO
hypergraphs_rand-10-60-20-30-51200-16.xml.hg,5.772,34.21,TO
hypergraphs_rand-10-60-20-30-51200-17.xml.hg,5.765,31.4,TO
hypergraphs_rand-10-60-20-30-51200-18.xml.hg,5.603,30.47,TO
hypergraphs_rand-10-60-20-30-51200-19.xml.hg,5.478,45.68,TO
hypergraphs_rand-10-60-20-30-51200-20.xml.hg,5.856,25.19,TO
hypergraphs_rand-10-60-20-30-51200-21.xml.hg,5.749,33.24,TO
hypergraphs_rand-10-60-20-30-51200-22.xml.hg,5.679,30.540000000000003,TO
hypergraphs_rand-10-60-20-30-51200-23.xml.hg,6.000,67.23,TO
hypergraphs_rand-10-60-20-30-51200-24.xml.hg,5.767,29.87,TO
hypergraphs_rand-10-60-20-30-51200-25.xml.hg,5.545,23.200000000000003,TO
hypergraphs_rand-10-60-20-30-51200-26.xml.hg,5.506,18.58,TO
hypergraphs_rand-10-60-20-30-51200-27.xml.hg,6.000,49.65,TO
hypergraphs_rand-10-60-20-30-51200-28.xml.hg,5.746,48.46,TO
hypergraphs_rand-10-60-20-30-51200-29.xml.hg,5.778,41.59,TO
hypergraphs_rand-10-60-20-30-51200-30.xml.hg,5.616,24.12,TO
hypergraphs_rand-10-60-20-30-51200-31.xml.hg,5.842,39.07,TO
hypergraphs_rand-10-60-20-30-51200-32.xml.hg,5.843,43.78,TO
hypergraphs_rand-10-60-20-30-51200-33.xml.hg,5.957,49.7,TO
hypergraphs_rand-10-60-20-30-51200-34.xml.hg,6.058,51.24,TO
hypergraphs_rand-10-60-20-30-51200-35.xml.hg,5.789,25.93,TO
hypergraphs_rand-10-60-20-30-51200-36.xml.hg,5.743,25.56,TO
hypergraphs_rand-10-60-20-30-51200-37.xml.hg,5.661,26.78,TO
hypergraphs_rand-10-60-20-30-51200-38.xml.hg,5.535,33.84,TO
hypergraphs_rand-10-60-20-30-51200-39.xml.hg,5.797,44.27,TO
hypergraphs_rand-10-60-20-30-51200-40.xml.hg,5.478,27.7,TO
hypergraphs_rand-10-60-20-30-51200-41.xml.hg,5.873,27.68,TO
hypergraphs_rand-10-60-20-30-51200-42.xml.hg,5.663,55.03,TO
hypergraphs_rand-10-60-20-30-51200-43.xml.hg,5.923,57.25,TO
hypergraphs_rand-10-60-20-30-51200-44.xml.hg,5.775,34.42,TO
hypergraphs_rand-10-60-20-30-51200-45.xml.hg,5.542,41.25,TO
hypergraphs_rand-10-60-20-30-51200-46.xml.hg,5.858,34.95,TO
hypergraphs_rand-10-60-20-30-51200-47.xml.hg,5.828,62.46,TO
hypergraphs_rand-10-60-20-30-51200-48.xml.hg,5.849,46.1,TO
hypergraphs_rand-10-60-20-30-51200-49.xml.hg,5.974,78.11,TO
hypergraphs_rand-10-60-20-30-51200-50.xml.hg,5.888,52.78,TO
hypergraphs_rand-15-23-3-16-150000-01.xml.hg,1.750,0.02,156.0
hypergraphs_rand-15-23-3-16-150000-02.xml.hg,1.730,0.02,164.46
hypergraphs_rand-15-23-3-16-150000-03.xml.hg,1.672,0.03,169.29
hypergraphs_rand-15-23-3-16-150000-04.xml.hg,1.692,0.02,164.65
hypergraphs_rand-15-23-3-16-150000-05.xml.hg,1.689,0.01,164.41
hypergraphs_rand-15-23-3-16-150000-06.xml.hg,1.778,0.03,165.1
hypergraphs_rand-15-23-3-16-150000-07.xml.hg,1.750,0.03,165.0
hypergraphs_rand-15-23-3-16-150000-08.xml.hg,1.667,0.03,170.96
hypergraphs_rand-15-23-3-16-150000-09.xml.hg,1.667,0.03,164.01
hypergraphs_rand-15-23-3-16-150000-10.xml.hg,1.695,0.02,163.03
hypergraphs_rand-15-23-3-16-150000-11.xml.hg,1.692,0.03,164.62
hypergraphs_rand-15-23-3-16-150000-12.xml.hg,1.680,0.03,161.73
hypergraphs_rand-15-23-3-16-150000-13.xml.hg,1.748,0.02,167.56
hypergraphs_rand-15-23-3-16-150000-14.xml.hg,1.810,0.02,159.08
hypergraphs_rand-15-23-3-16-150000-15.xml.hg,1.750,0.02,173.17
hypergraphs_rand-15-23-3-16-150000-16.xml.hg,1.667,0.03,162.5
hypergraphs_rand-15-23-3-16-150000-17.xml.hg,1.750,0.03,159.76
hypergraphs_rand-15-23-3-16-150000-18.xml.hg,1.622,0.03,165.71
hypergraphs_rand-15-23-3-16-150000-19.xml.hg,1.778,0.04,154.64
hypergraphs_rand-15-23-3-16-150000-20.xml.hg,1.750,0.03,162.34
hypergraphs_rand-15-23-3-16-150000-21.xml.hg,1.667,0.03,162.94
hypergraphs_rand-15-23-3-16-150000-22.xml.hg,1.762,0.03,152.46
hypergraphs_rand-15-23-3-16-150000-23.xml.hg,1.706,0.02,165.41
hypergraphs_rand-15-23-3-16-150000-24.xml.hg,1.800,0.03,111.07
hypergraphs_rand-15-23-3-16-150000-25.xml.hg,1.681,0.03,172.6
hypergraphs_rand-2-40-180-84-090-00.xml.hg,5.500,30.86,178.05
hypergraphs_rand-2-40-180-84-090-01.xml.hg,5.000,13.1,123.03
hypergraphs_rand-2-40-180-84-090-02.xml.hg,6.000,71.79,1131.86
hypergraphs_rand-2-40-180-84-090-03.xml.hg,5.000,12.72,97.2
hypergraphs_rand-2-40-180-84-090-04.xml.hg,5.000,11.78,132.38
hypergraphs_rand-2-40-180-84-090-05.xml.hg,6.000,129.06,197.98
hypergraphs_rand-2-40-180-84-090-06.xml.hg,5.000,26.53,121.06
hypergraphs_rand-2-40-180-84-090-07.xml.hg,5.500,24.09,157.61
hypergraphs_rand-2-40-180-84-090-08.xml.hg,6.000,157.62,361.35
hypergraphs_rand-2-40-180-84-090-09.xml.hg,5.500,31.86,133.27
hypergraphs_rand-2-40-180-84-090-10.xml.hg,5.500,51.34,149.23
hypergraphs_rand-2-40-180-84-090-11.xml.hg,6.000,87.43,1069.45
hypergraphs_rand-2-40-180-84-090-12.xml.hg,5.500,120.12,190.02
hypergraphs_rand-2-40-180-84-090-13.xml.hg,5.000,39.72,137.28
hypergraphs_rand-2-40-180-84-090-14.xml.hg,6.000,44.28,230.41
hypergraphs_rand-2-40-180-84-090-15.xml.hg,5.000,31.17,124.85
hypergraphs_rand-2-40-180-84-090-16.xml.hg,5.000,44.52,142.68
hypergraphs_rand-2-40-180-84-090-17.xml.hg,5.000,32.16,126.11
hypergraphs_rand-2-40-180-84-090-18.xml.hg,5.000,5.9,105.35
hypergraphs_rand-2-40-180-84-090-19.xml.hg,6.000,96.15,164.83
hypergraphs_rand-2-40-180-84-090-20.xml.hg,5.500,43.09,175.84
hypergraphs_rand-2-40-180-84-090-21.xml.hg,6.000,158.12,211.55
hypergraphs_rand-2-40-180-84-090-22.xml.hg,5.000,45.34,129.92
hypergraphs_rand-2-40-180-84-090-23.xml.hg,6.000,113.55,227.68
hypergraphs_rand-2-40-180-84-090-24.xml.hg,6.000,95.47,161.63
hypergraphs_rand-2-40-180-84-090-25.xml.hg,5.000,4.12,79.55
hypergraphs_rand-2-40-180-84-090-26.xml.hg,5.500,89.08,175.88
hypergraphs_rand-2-40-180-84-090-27.xml.hg,6.000,35.24,131.85
hypergraphs_rand-2-40-180-84-090-28.xml.hg,5.000,4.82,103.2
hypergraphs_rand-2-40-180-84-090-29.xml.hg,6.000,52.75,232.28
hypergraphs_rand-2-40-180-84-090-30.xml.hg,6.500,116.14,TO
hypergraphs_rand-2-40-180-84-090-31.xml.hg,6.000,127.35,154.74
hypergraphs_rand-2-40-180-84-090-32.xml.hg,6.000,46.12,147.58
hypergraphs_rand-2-40-180-84-090-33.xml.hg,6.000,129.74,172.2
hypergraphs_rand-2-40-180-84-090-34.xml.hg,5.000,23.0,141.78
hypergraphs_rand-2-40-180-84-090-35.xml.hg,5.500,18.47,125.09
hypergraphs_rand-2-40-180-84-090-36.xml.hg,5.500,34.83,153.01
hypergraphs_rand-2-40-180-84-090-37.xml.hg,6.000,72.15,226.52
hypergraphs_rand-2-40-180-84-090-38.xml.hg,6.000,55.31,251.82
hypergraphs_rand-2-40-180-84-090-39.xml.hg,5.000,9.48,115.74
hypergraphs_rand-2-40-180-84-090-40.xml.hg,5.000,8.91,99.37
hypergraphs_rand-2-40-180-84-090-41.xml.hg,5.500,54.21,297.58
hypergraphs_rand-2-40-180-84-090-42.xml.hg,5.500,77.65,182.52
hypergraphs_rand-2-40-180-84-090-43.xml.hg,5.000,64.53,162.65
hypergraphs_rand-2-40-180-84-090-44.xml.hg,6.000,71.57,208.85
hypergraphs_rand-2-40-180-84-090-45.xml.hg,5.000,72.38,132.62
hypergraphs_rand-2-40-180-84-090-46.xml.hg,5.500,20.72,132.85
hypergraphs_rand-2-40-180-84-090-47.xml.hg,6.000,79.29,165.78
hypergraphs_rand-2-40-180-84-090-48.xml.hg,6.000,151.28,265.49
hypergraphs_rand-2-40-180-84-090-49.xml.hg,5.000,30.36,161.6
hypergraphs_rand-2-40-180-84-090-50.xml.hg,6.000,168.87,197.28
hypergraphs_rand-2-40-180-84-090-51.xml.hg,6.000,239.11,271.55
hypergraphs_rand-2-40-180-84-090-52.xml.hg,6.000,64.17,190.04
hypergraphs_rand-2-40-180-84-090-53.xml.hg,6.000,55.38,140.97
hypergraphs_rand-2-40-180-84-090-54.xml.hg,5.500,40.28,534.5
hypergraphs_rand-2-40-180-84-090-55.xml.hg,5.500,88.89,159.04
hypergraphs_rand-2-40-180-84-090-56.xml.hg,5.500,72.66,153.02
hypergraphs_rand-2-40-180-84-090-57.xml.hg,5.500,34.74,130.17
hypergraphs_rand-2-40-180-84-090-58.xml.hg,5.000,5.79,103.18
hypergraphs_rand-2-40-180-84-090-59.xml.hg,6.000,48.79,210.73
hypergraphs_rand-2-40-180-84-090-60.xml.hg,6.000,35.84,134.41
hypergraphs_rand-2-40-180-84-090-61.xml.hg,6.000,94.07,221.46
hypergraphs_rand-2-40-180-84-090-62.xml.hg,5.000,18.86,159.77
hypergraphs_rand-2-40-180-84-090-63.xml.hg,6.000,22.76,140.16
hypergraphs_rand-2-40-180-84-090-64.xml.hg,6.000,152.49,244.06
hypergraphs_rand-2-40-180-84-090-65.xml.hg,6.000,63.75,144.7
hypergraphs_rand-2-40-180-84-090-66.xml.hg,6.000,147.12,169.67
hypergraphs_rand-2-40-180-84-090-67.xml.hg,5.000,17.52,116.52
hypergraphs_rand-2-40-180-84-090-68.xml.hg,6.000,163.66,201.86
hypergraphs_rand-2-40-180-84-090-69.xml.hg,6.000,68.35,198.31
hypergraphs_rand-2-40-180-84-090-70.xml.hg,5.500,32.33,158.41
hypergraphs_rand-2-40-180-84-090-71.xml.hg,6.000,70.25,185.43
hypergraphs_rand-2-40-180-84-090-72.xml.hg,6.000,111.48,164.57
hypergraphs_rand-2-40-180-84-090-73.xml.hg,6.000,66.44,146.64
hypergraphs_rand-2-40-180-84-090-74.xml.hg,5.500,21.75,170.2
hypergraphs_rand-2-40-180-84-090-75.xml.hg,5.500,49.32,168.7
hypergraphs_rand-2-40-180-84-090-76.xml.hg,6.000,96.68,175.84
hypergraphs_rand-2-40-180-84-090-77.xml.hg,4.500,20.24,134.24
hypergraphs_rand-2-40-180-84-090-78.xml.hg,6.000,103.11,198.94
hypergraphs_rand-2-40-180-84-090-79.xml.hg,6.000,86.02,185.69
hypergraphs_rand-2-40-180-84-090-80.xml.hg,5.000,58.11,141.58
hypergraphs_rand-2-40-180-84-090-81.xml.hg,5.000,27.63,128.96
hypergraphs_rand-2-40-180-84-090-82.xml.hg,5.500,16.87,145.08
hypergraphs_rand-2-40-180-84-090-83.xml.hg,6.000,63.07,163.61
hypergraphs_rand-2-40-180-84-090-84.xml.hg,6.000,33.69,186.62
hypergraphs_rand-2-40-180-84-090-85.xml.hg,5.000,20.69,100.2
hypergraphs_rand-2-40-180-84-090-86.xml.hg,6.000,59.88,172.2
hypergraphs_rand-2-40-180-84-090-87.xml.hg,6.000,51.55,227.03
hypergraphs_rand-2-40-180-84-090-88.xml.hg,5.500,25.8,142.63
hypergraphs_rand-2-40-180-84-090-89.xml.hg,6.000,44.11,191.36
hypergraphs_rand-2-40-180-84-090-90.xml.hg,6.000,53.65,222.88
hypergraphs_rand-2-40-180-84-090-91.xml.hg,6.000,92.44,187.17
hypergraphs_rand-2-40-180-84-090-92.xml.hg,5.500,33.83,145.26
hypergraphs_rand-2-40-180-84-090-93.xml.hg,5.000,22.08,157.32
hypergraphs_rand-2-40-180-84-090-94.xml.hg,5.000,23.23,103.9
hypergraphs_rand-2-40-180-84-090-95.xml.hg,5.000,12.01,129.01
hypergraphs_rand-2-40-180-84-090-96.xml.hg,7.000,194.7,TO
hypergraphs_rand-2-40-180-84-090-97.xml.hg,5.000,35.13,120.5
hypergraphs_rand-2-40-180-84-090-98.xml.hg,5.000,14.0,101.65
hypergraphs_rand-2-40-180-84-090-99.xml.hg,5.500,12.67,139.02
hypergraphs_rand-25-10-21-85-07.xml.hg,4.500,0.73,39.62
hypergraphs_rand-25-10-21-85-08.xml.hg,5.000,1.65,43.17
hypergraphs_rand-25-10-21-85-09.xml.hg,5.000,0.51,34.09
hypergraphs_rand-25-10-21-85-10.xml.hg,5.000,0.68,45.81
hypergraphs_rand-25-10-21-85-11.xml.hg,4.500,0.37,34.57
hypergraphs_rand-25-10-21-85-12.xml.hg,5.000,0.63,38.89
hypergraphs_rand-25-10-21-85-13.xml.hg,4.500,0.8,40.17
hypergraphs_rand-25-10-21-85-14.xml.hg,4.500,0.48,34.07
hypergraphs_rand-25-10-21-85-15.xml.hg,4.500,0.82,37.78
hypergraphs_rand-25-10-21-85-16.xml.hg,4.500,0.41,36.66
hypergraphs_rand-25-10-21-85-17.xml.hg,5.000,0.68,37.71
hypergraphs_rand-25-10-21-85-18.xml.hg,5.000,0.8,42.11
hypergraphs_rand-25-10-21-85-19.xml.hg,4.500,0.83,39.32
hypergraphs_rand-25-10-21-85-20.xml.hg,5.000,1.17,40.32
hypergraphs_rand-25-10-21-85-21.xml.hg,5.000,0.75,37.51
hypergraphs_rand-25-10-21-85-22.xml.hg,5.000,1.16,43.48
hypergraphs_rand-25-10-21-85-23.xml.hg,5.000,0.3,35.39
hypergraphs_rand-25-10-21-85-24.xml.hg,5.000,0.98,40.21
hypergraphs_rand-25-10-21-85-25.xml.hg,5.000,0.87,45.82
hypergraphs_rand-25-10-21-85-26.xml.hg,5.000,0.67,37.92
hypergraphs_rand-25-10-21-85-27.xml.hg,5.000,0.96,37.87
hypergraphs_rand-25-10-21-85-28.xml.hg,4.500,0.48,41.87
hypergraphs_rand-25-10-21-85-29.xml.hg,4.000,0.47,36.26
hypergraphs_rand-25-10-21-85-30.xml.hg,4.500,0.44,40.81
hypergraphs_rand-25-10-21-85-31.xml.hg,4.000,0.27,33.88
hypergraphs_rand-25-10-21-85-32.xml.hg,4.500,0.57,32.02
hypergraphs_rand-25-10-21-85-33.xml.hg,5.000,0.82,42.01
hypergraphs_rand-25-10-21-85-34.xml.hg,5.000,0.66,41.89
hypergraphs_rand-25-10-21-85-35.xml.hg,5.000,0.73,44.05
hypergraphs_rand-25-10-21-85-36.xml.hg,5.000,0.62,38.02
hypergraphs_rand-25-10-21-85-37.xml.hg,4.500,0.77,44.84
hypergraphs_rand-25-10-21-85-38.xml.hg,5.000,0.75,39.54
hypergraphs_rand-25-10-21-85-39.xml.hg,5.000,0.82,41.04
hypergraphs_rand-25-10-21-85-40.xml.hg,4.500,0.27,32.52
hypergraphs_rand-25-10-21-85-41.xml.hg,4.500,0.42,34.61
hypergraphs_rand-25-10-21-85-42.xml.hg,4.500,1.19,41.62
hypergraphs_rand-25-10-21-85-43.xml.hg,5.000,2.15,43.05
hypergraphs_rand-25-10-21-85-44.xml.hg,4.500,1.02,45.26
hypergraphs_rand-25-10-21-85-45.xml.hg,5.000,0.82,37.26
hypergraphs_rand-25-10-21-85-46.xml.hg,5.000,0.39,34.44
hypergraphs_rand-25-10-21-85-47.xml.hg,4.500,0.94,44.08
hypergraphs_rand-25-10-21-85-48.xml.hg,5.000,0.55,37.55
hypergraphs_rand-25-10-21-85-49.xml.hg,4.500,0.67,40.67
hypergraphs_rand-25-10-21-85-50.xml.hg,5.000,1.63,40.96
hypergraphs_rand-25-10-25-87-01.xml.hg,5.500,0.62,43.53
hypergraphs_rand-25-10-25-87-02.xml.hg,5.500,1.09,59.4
hypergraphs_rand-25-10-25-87-03.xml.hg,5.500,0.3,45.05
hypergraphs_rand-25-10-25-87-04.xml.hg,5.500,1.39,44.82
hypergraphs_rand-25-10-25-87-05.xml.hg,5.500,0.86,39.44
hypergraphs_rand-25-10-25-87-06.xml.hg,5.500,0.52,43.16
hypergraphs_rand-25-10-25-87-07.xml.hg,5.500,1.23,70.6
hypergraphs_rand-25-10-25-87-08.xml.hg,5.000,0.7,41.53
hypergraphs_rand-25-10-25-87-09.xml.hg,5.500,0.8,50.2
hypergraphs_rand-25-10-25-87-10.xml.hg,5.500,1.36,57.71
hypergraphs_rand-25-10-25-87-11.xml.hg,4.500,0.4,36.71
hypergraphs_rand-25-10-25-87-12.xml.hg,5.000,0.5700000000000001,46.26
hypergraphs_rand-25-10-25-87-13.xml.hg,5.500,0.87,82.28
hypergraphs_rand-25-10-25-87-14.xml.hg,5.000,0.43,42.5
hypergraphs_rand-25-10-25-87-15.xml.hg,5.500,0.82,52.18
hypergraphs_rand-25-10-25-87-16.xml.hg,5.000,0.78,43.03
hypergraphs_rand-25-10-25-87-17.xml.hg,5.000,0.49,41.74
hypergraphs_rand-25-10-25-87-18.xml.hg,5.000,0.58,43.13
hypergraphs_rand-25-10-25-87-19.xml.hg,5.000,0.45,40.55
hypergraphs_rand-25-10-25-87-20.xml.hg,5.000,0.47,43.56
hypergraphs_rand-25-10-25-87-21.xml.hg,5.500,0.93,49.64
