instance,tw,info_ghtw_n,info_ghtw_kn,triang_ghtw,info_ghtw_phase,info_ghtw_minseps,info_ghtw_pmcs
hypergraphs_rand_q0109.hg,1,25,0,0.04,1,0,0
hypergraphs_rand_q0110.hg,7,71,67,335.85,5,18801,173413
hypergraphs_rand_q0111.hg,4,55,22,0.28,5,77,267
hypergraphs_rand_q0112.hg,3,15,15,0.1,5,11,21
hypergraphs_rand_q0113.hg,6,44,44,27.93,5,351,1268
hypergraphs_rand_q0114.hg,8,66,66,406.99,5,4034,18965
hypergraphs_rand_q0115.hg,3,56,21,0.49,5,259,961
hypergraphs_rand_q0116.hg,4,65,30,1.81,5,292,1993
hypergraphs_rand_q0117.hg,5,18,18,0.15,5,16,34
hypergraphs_rand_q0118.hg,3,59,21,0.27,5,414,408
hypergraphs_rand_q0119.hg,6,36,36,2.54,5,110,314
hypergraphs_rand_q0120.hg,2,19,0,0.05,1,0,0
hypergraphs_rand_q0121.hg,1,9,0,0.02,1,0,0
hypergraphs_rand_q0122.hg,4,29,24,0.84,5,238,827
hypergraphs_rand_q0123.hg,4,41,41,0.18,5,12,20
hypergraphs_rand_q0124.hg,2,19,0,0.03,1,0,0
hypergraphs_rand_q0125.hg,3,11,10,0.1,5,5,6
hypergraphs_rand_q0126.hg,3,47,20,0.28,5,65,227
hypergraphs_rand_q0127.hg,4,48,23,0.3,5,173,466
hypergraphs_rand_q0128.hg,1,5,0,0.01,1,0,0
hypergraphs_rand_q0129.hg,3,33,33,0.16,5,11,20
hypergraphs_rand_q0130.hg,4,36,36,0.15,5,8,15
hypergraphs_rand_q0131.hg,2,17,0,0.04,1,0,0
hypergraphs_rand_q0132.hg,2,11,0,0.03,1,0,0
hypergraphs_rand_q0133.hg,2,13,0,0.03,1,0,0
hypergraphs_rand_q0134.hg,4,68,40,0.65,5,138,502
hypergraphs_rand_q0135.hg,3,30,17,0.14,5,18,20
hypergraphs_rand_q0136.hg,1,8,0,0.03,1,0,0
hypergraphs_rand_q0137.hg,2,12,0,0.04,1,0,0
hypergraphs_rand_q0138.hg,2,15,0,0.05,1,0,0
hypergraphs_rand_q0139.hg,2,47,12,0.15,5,59,56
hypergraphs_rand_q0140.hg,6,43,43,2.67,5,269,869
hypergraphs_rand_q0141.hg,7,60,60,368.75,5,3637,16969
hypergraphs_rand_q0142.hg,7,69,69,31.4,5,156,455
hypergraphs_rand_q0143.hg,6,44,43,2.06,5,277,923
hypergraphs_rand_q0144.hg,6,61,61,10.02,5,171,519
hypergraphs_rand_q0145.hg,2,26,0,0.07,1,0,0
hypergraphs_rand_q0146.hg,2,43,0,0.06,1,0,0
hypergraphs_rand_q0147.hg,2,46,0,0.07,1,0,0
hypergraphs_rand_q0148.hg,5,53,53,0.92,5,13,24
hypergraphs_rand_q0149.hg,6,84,54,911.76,5,88218,1100857
hypergraphs_rand_q0150.hg,4,37,37,0.17,5,5,9
hypergraphs_rand_q0151.hg,7,62,62,37.37,5,273,867
hypergraphs_rand_q0152.hg,1,21,0,0.03,1,0,0
hypergraphs_rand_q0153.hg,1,6,0,0.03,1,0,0
hypergraphs_rand_q0154.hg,5,42,42,0.77,5,7,13
hypergraphs_rand_q0155.hg,3,21,0,0.04,1,0,0
hypergraphs_rand_q0156.hg,4,41,41,0.18,5,6,11
hypergraphs_rand_q0157.hg,6,44,44,3.87,5,250,855
hypergraphs_rand_q0158.hg,1,5,0,0.03,1,0,0
hypergraphs_rand_q0159.hg,3,21,0,0.03,1,0,0
hypergraphs_rand_q0160.hg,5,79,49,14.83,5,1057,11498
hypergraphs_rand_q0161.hg,6,65,49,50.7,5,3128,32223
hypergraphs_rand_q0162.hg,-1,93,85,TO,4,3154631,50810908
hypergraphs_rand_q0163.hg,4,47,33,5.03,5,12064,14286
hypergraphs_rand_q0164.hg,4,31,0,0.11,1,0,0
hypergraphs_rand_q0165.hg,3,25,0,0.04,1,0,0
hypergraphs_rand_q0166.hg,8,91,91,755.32,5,4732,21133
hypergraphs_rand_q0167.hg,3,37,15,0.12,5,25,54
hypergraphs_rand_q0168.hg,5,68,59,11.51,5,1113,7936
hypergraphs_rand_q0169.hg,5,55,35,10.23,5,1474,9346
hypergraphs_rand_q0170.hg,2,37,0,0.05,1,0,0
hypergraphs_rand_q0171.hg,4,17,17,0.1,5,4,7
hypergraphs_rand_q0172.hg,1,10,0,0.02,1,0,0
hypergraphs_rand_q0173.hg,4,43,40,0.67,5,108,345
hypergraphs_rand_q0174.hg,-1,69,63,TO,4,237285,3009036
hypergraphs_rand_q0175.hg,2,17,8,0.07,5,5,10
hypergraphs_rand_q0176.hg,6,38,37,2.27,5,329,1202
hypergraphs_rand_q0177.hg,2,21,0,0.03,1,0,0
hypergraphs_rand_q0178.hg,1,9,0,0.02,1,0,0
hypergraphs_rand_q0179.hg,5,77,47,6.63,5,1116,6375
hypergraphs_rand_q0180.hg,2,38,0,0.03,1,0,0
hypergraphs_rand_q0181.hg,7,77,77,155.54,5,1239,4844
hypergraphs_rand_q0182.hg,5,40,27,3.25,5,691,4358
hypergraphs_rand_q0183.hg,-1,69,69,TO,4,41153,256897
hypergraphs_rand_q0184.hg,8,57,53,3230.88,5,320785,2970957
hypergraphs_rand_q0185.hg,3,50,18,0.12,5,50,43
hypergraphs_rand_q0186.hg,5,30,30,0.31,5,17,36
hypergraphs_rand_q0187.hg,5,25,25,0.87,5,168,591
hypergraphs_rand_q0188.hg,4,41,41,0.2,5,24,53
hypergraphs_rand_q0189.hg,7,41,40,82.99,5,10428,71965
hypergraphs_rand_q0190.hg,4,55,30,3.64,5,2592,5843
hypergraphs_rand_q0191.hg,5,50,50,0.89,5,6,11
hypergraphs_rand_q0192.hg,-1,93,89,TO,4,178256,1448529
hypergraphs_rand_q0193.hg,-1,97,95,TO,4,614372,5066131
hypergraphs_rand_q0194.hg,4,35,29,1.79,5,908,2316
hypergraphs_rand_q0195.hg,6,58,57,46.43,5,2185,10180
hypergraphs_rand_q0196.hg,7,67,67,33.13,5,3455,15565
hypergraphs_rand_q0197.hg,7,67,46,1546.76,5,112873,2081087
hypergraphs_rand_q0198.hg,-1,77,76,TO,4,319888,2636191
hypergraphs_rand_q0199.hg,-1,88,68,TO,4,3561669,71554648
hypergraphs_rand_q0200.hg,5,39,39,0.69,5,7,12
hypergraphs_rand_q0201.hg,4,55,32,1.52,5,1850,3284
hypergraphs_rand_q0202.hg,6,69,69,27.19,5,212,630
hypergraphs_rand_q0203.hg,8,73,73,729.73,5,5651,27230
hypergraphs_rand_q0204.hg,-1,64,59,TO,4,5016426,57241933
hypergraphs_rand_q0205.hg,3,27,14,0.16,5,75,121
hypergraphs_rand_q0206.hg,-1,71,56,TO,4,351604,4313943
hypergraphs_rand_q0207.hg,6,73,50,581.55,5,70787,668766
hypergraphs_rand_q0208.hg,-1,65,53,TO,4,914385,10916441
hypergraphs_rand_q0209.hg,2,51,0,0.06,1,0,0
hypergraphs_rand_q0210.hg,-1,84,77,TO,4,1815491,27740354
hypergraphs_rand_q0211.hg,8,59,56,1112.39,5,112179,946522
hypergraphs_rand_q0212.hg,3,56,24,0.35,5,33,28
hypergraphs_rand_q0213.hg,6,53,46,63.63,5,8496,67104
hypergraphs_rand_q0214.hg,6,41,41,1.89,5,147,462
hypergraphs_rand_q0215.hg,1,5,0,0.03,1,0,0
hypergraphs_rand_q0216.hg,6,34,34,3.0,5,591,2460
hypergraphs_rand_q0217.hg,2,10,0,0.06,1,0,0
hypergraphs_rand_q0218.hg,6,53,52,15.83,5,2213,10502
hypergraphs_rand_q0219.hg,6,61,58,10.67,5,1828,8685
hypergraphs_rand_q0220.hg,7,77,77,298.1,5,1824,7451
hypergraphs_rand_q0221.hg,8,86,85,846.99,5,28564,163060
hypergraphs_rand_q0222.hg,3,34,18,0.17,5,72,38
hypergraphs_rand_q0223.hg,6,68,68,7.72,5,937,3790
hypergraphs_rand_q0224.hg,-1,98,96,TO,4,1280784,10834795
hypergraphs_rand_q0225.hg,7,67,67,35.03,5,2815,12723
hypergraphs_rand_q0226.hg,6,42,42,1.62,5,185,603
hypergraphs_rand_q0227.hg,7,47,47,124.88,5,13350,84508
hypergraphs_rand_q0228.hg,2,16,0,0.04,1,0,0
hypergraphs_rand_q0229.hg,-1,81,79,TO,4,3171568,31537273
hypergraphs_rand_q0230.hg,7,47,47,35.26,5,1248,5433
hypergraphs_rand_q0231.hg,2,13,0,0.04,1,0,0
hypergraphs_rand_q0232.hg,3,32,31,0.24,5,33,78
hypergraphs_rand_q0233.hg,3,9,0,0.02,1,0,0
hypergraphs_rand_q0234.hg,2,5,0,0.04,1,0,0
hypergraphs_rand_q0235.hg,-1,89,89,TO,5,14956,75029
hypergraphs_rand_q0236.hg,2,9,0,0.04,1,0,0
hypergraphs_rand_q0237.hg,2,42,0,0.08,1,0,0
hypergraphs_rand_q0238.hg,3,39,15,0.11,5,6,12
hypergraphs_rand_q0239.hg,9,77,76,3021.92,5,131318,895096
hypergraphs_rand_q0240.hg,7,83,74,924.25,5,35098,765700
hypergraphs_rand_q0241.hg,7,81,79,124.22,5,13864,83708
hypergraphs_rand_q0242.hg,-1,99,94,TO,4,197510,2019894
hypergraphs_rand_q0243.hg,3,29,19,0.22,5,181,224
hypergraphs_rand_q0244.hg,1,12,0,0.03,1,0,0
hypergraphs_rand_q0245.hg,2,6,0,0.03,1,0,0
hypergraphs_rand_q0246.hg,5,47,38,2.36,5,451,2021
hypergraphs_rand_q0247.hg,3,11,0,0.06,1,0,0
hypergraphs_rand_q0248.hg,7,52,51,152.96,5,20799,146092
hypergraphs_rand_q0249.hg,6,79,55,234.43,5,18228,234434
hypergraphs_rand_q0250.hg,7,76,68,1931.77,5,143786,1636722
hypergraphs_rand_q0251.hg,3,56,17,0.26,5,121,373
hypergraphs_rand_q0252.hg,4,49,49,0.36,5,3,6
hypergraphs_rand_q0253.hg,6,55,55,5.67,5,126,366
hypergraphs_rand_q0254.hg,4,59,32,1.2000000000000002,5,4848,2095
hypergraphs_rand_q0255.hg,4,64,34,0.28,5,45,180
hypergraphs_rand_q0256.hg,7,70,69,88.22,5,2876,12793
hypergraphs_rand_q0257.hg,8,65,64,318.56,5,34226,218260
hypergraphs_rand_q0258.hg,3,14,0,0.08,1,0,0
hypergraphs_rand_q0259.hg,-1,93,90,TO,4,280466,2027813
hypergraphs_rand_q0260.hg,4,42,42,0.28,5,3,5
hypergraphs_rand_q0261.hg,6,53,53,9.35,5,1395,6542
hypergraphs_rand_q0262.hg,8,90,89,2313.88,5,9898,48637
hypergraphs_rand_q0263.hg,-1,82,61,TO,4,1843805,44645395
hypergraphs_rand_q0264.hg,-1,77,67,TO,4,607471,7715714
hypergraphs_rand_q0265.hg,2,22,0,0.08,1,0,0
hypergraphs_rand_q0266.hg,2,53,0,0.07,1,0,0
hypergraphs_rand_q0267.hg,2,15,0,0.04,1,0,0
hypergraphs_rand_q0268.hg,5,32,32,0.54,5,12,21
hypergraphs_rand_q0269.hg,6,36,36,1.07,5,158,503
hypergraphs_rand_q0270.hg,6,34,29,6.69,5,1503,6786
hypergraphs_rand_q0271.hg,7,64,61,186.3,5,19124,180220
hypergraphs_rand_q0272.hg,2,21,0,0.05,1,0,0
hypergraphs_rand_q0273.hg,5,43,43,0.49,5,36,84
hypergraphs_rand_q0274.hg,5,47,47,0.72,5,2,4
hypergraphs_rand_q0275.hg,1,39,0,0.03,1,0,0
hypergraphs_rand_q0276.hg,3,25,0,0.03,1,0,0
hypergraphs_rand_q0277.hg,6,84,49,357.67,5,24531,390669
hypergraphs_rand_q0278.hg,7,92,72,1181.47,5,62574,969450
hypergraphs_rand_q0279.hg,6,67,67,44.07,5,732,2793
hypergraphs_rand_q0280.hg,8,75,73,2686.9,5,143764,1054654
hypergraphs_rand_q0281.hg,2,38,0,0.04,1,0,0
hypergraphs_rand_q0282.hg,3,31,28,0.18,5,34,85
hypergraphs_rand_q0283.hg,3,49,20,0.09000000000000001,5,18,24
hypergraphs_rand_q0284.hg,7,82,82,157.61,5,615,2155
hypergraphs_rand_q0285.hg,3,27,27,0.06,5,2,4
hypergraphs_rand_q0286.hg,4,27,26,0.12,5,5,9
hypergraphs_rand_q0287.hg,6,54,52,31.18,5,4318,23404
hypergraphs_rand_q0288.hg,3,31,20,0.34,5,162,384
hypergraphs_rand_q0289.hg,-1,72,70,TO,4,1134161,11216121
hypergraphs_rand_q0290.hg,7,78,77,73.08,5,1327,5252
hypergraphs_rand_q0291.hg,6,49,48,10.16,5,1989,9400
hypergraphs_rand_q0292.hg,1,5,0,0.01,1,0,0
hypergraphs_rand_q0293.hg,-1,81,78,TO,4,33951,203892
hypergraphs_rand_q0294.hg,7,74,72,2534.53,5,209521,2077652
hypergraphs_rand_q0295.hg,-1,71,70,TO,4,1237107,11883668
hypergraphs_rand_q0296.hg,3,22,0,0.04,1,0,0
hypergraphs_rand_q0297.hg,4,15,15,0.09,5,8,15
hypergraphs_rand_q0298.hg,6,81,44,138.26,5,9675,147957
hypergraphs_rand_q0299.hg,6,53,53,6.28,5,420,1503
hypergraphs_rand_q0300.hg,7,67,66,590.67,5,49688,359609
hypergraphs_rand_q0301.hg,4,40,26,1.7,5,441,1886
hypergraphs_rand_q0302.hg,2,17,0,0.03,1,0,0
hypergraphs_rand_q0303.hg,3,24,17,0.13,5,16,34
hypergraphs_rand_q0304.hg,-1,91,78,TO,3,126760238,0
hypergraphs_rand_q0305.hg,1,17,0,0.03,1,0,0
hypergraphs_rand_q0306.hg,-1,70,54,TO,4,638550,9442669
hypergraphs_rand_q0307.hg,7,67,67,75.42,5,665,2491
hypergraphs_rand_q0308.hg,7,86,81,927.14,5,62007,525172
hypergraphs_rand_q0309.hg,-1,94,86,TO,4,425986,4259662
hypergraphs_rand_q0310.hg,5,60,31,3.08,5,1791,6933
hypergraphs_rand_q0311.hg,6,56,54,39.09,5,4895,36522
hypergraphs_rand_q0312.hg,8,68,66,391.33,5,11985,62034
hypergraphs_rand_q0313.hg,1,9,0,0.02,1,0,0
hypergraphs_rand_q0314.hg,3,55,30,0.38,5,547,686
hypergraphs_rand_q0315.hg,3,29,0,0.03,1,0,0
hypergraphs_rand_q0316.hg,5,44,44,0.64,5,77,194
hypergraphs_rand_q0317.hg,2,14,0,0.03,1,0,0
hypergraphs_rand_q0318.hg,6,35,33,4.11,5,823,3731
hypergraphs_rand_q0319.hg,6,45,45,3.52,5,268,930
hypergraphs_rand_q0320.hg,-1,95,93,TO,4,584719,5197250
hypergraphs_rand_q0321.hg,5,35,35,0.92,5,13,25
hypergraphs_rand_q0322.hg,6,69,69,52.91,5,487,1682
hypergraphs_rand_q0323.hg,3,23,0,0.03,1,0,0
hypergraphs_rand_q0324.hg,1,11,0,0.02,1,0,0
hypergraphs_rand_q0325.hg,3,36,16,0.14,5,94,31
hypergraphs_rand_q0326.hg,7,94,86,885.75,5,33728,645484
hypergraphs_rand_q0327.hg,5,60,35,8.64,5,3623,7650
hypergraphs_rand_q0328.hg,-1,72,62,TO,4,1283646,15275743
hypergraphs_rand_q0329.hg,8,63,63,231.75,5,13412,78136
hypergraphs_rand_q0330.hg,7,73,72,783.25,5,5913,28375
hypergraphs_rand_q0331.hg,8,57,55,268.55999999999995,5,31282,207575
hypergraphs_rand_q0332.hg,1,11,0,0.03,1,0,0
hypergraphs_rand_q0333.hg,7,77,73,747.98,5,19239,146695
hypergraphs_rand_q0334.hg,6,48,43,12.23,5,2078,11316
hypergraphs_rand_q0335.hg,2,53,0,0.05,1,0,0
hypergraphs_rand_q0336.hg,3,14,0,0.03,1,0,0
hypergraphs_rand_q0337.hg,2,20,0,0.03,1,0,0
hypergraphs_rand_q0338.hg,2,12,0,0.03,1,0,0
hypergraphs_rand_q0339.hg,4,27,27,0.17,5,6,11
hypergraphs_rand_q0340.hg,2,48,0,0.09,1,0,0
hypergraphs_rand_q0341.hg,-1,95,89,TO,4,104226,1494276
hypergraphs_rand_q0342.hg,4,63,42,1.19,5,163,1018
hypergraphs_rand_q0343.hg,5,23,23,0.25,5,50,132
hypergraphs_rand_q0344.hg,3,25,0,0.06,1,0,0
hypergraphs_rand_q0345.hg,3,15,15,0.07,5,2,4
hypergraphs_rand_q0346.hg,3,11,10,0.09,5,4,7
hypergraphs_rand_q0347.hg,1,7,0,0.03,1,0,0
hypergraphs_rand_q0348.hg,6,57,55,7.880000000000001,5,1116,4747
hypergraphs_rand_q0349.hg,-1,92,92,TO,4,32940,179262
hypergraphs_rand_q0350.hg,5,56,46,7.42,5,842,5619
hypergraphs_rand_q0351.hg,2,27,0,0.06,1,0,0
hypergraphs_rand_q0352.hg,2,13,0,0.02,1,0,0
hypergraphs_rand_q0353.hg,-1,95,94,TO,4,1044235,8406554
hypergraphs_rand_q0354.hg,3,15,14,0.15,5,23,46
hypergraphs_rand_q0355.hg,6,59,56,242.84,5,23941,230182
hypergraphs_rand_q0356.hg,-1,84,66,TO,3,59810555,0
hypergraphs_rand_q0357.hg,-1,86,78,TO,4,1037628,13733737
hypergraphs_rand_q0358.hg,3,19,0,0.05,1,0,0
hypergraphs_rand_q0359.hg,2,16,0,0.04,1,0,0
hypergraphs_rand_q0360.hg,1,8,0,0.03,1,0,0
hypergraphs_rand_q0361.hg,5,50,50,4.38,5,373,1343
hypergraphs_rand_q0362.hg,2,9,0,0.04,1,0,0
hypergraphs_rand_q0363.hg,5,37,37,0.46,5,43,102
hypergraphs_rand_q0364.hg,8,55,52,341.79,5,42191,296599
hypergraphs_rand_q0365.hg,-1,76,72,TO,4,3134738,33115403
hypergraphs_rand_q0366.hg,3,30,29,0.11,5,6,9
hypergraphs_rand_q0367.hg,-1,86,69,TO,4,165586,3564091
hypergraphs_rand_q0368.hg,1,20,0,0.04,1,0,0
hypergraphs_rand_q0369.hg,-1,90,77,TO,3,5962584,0
hypergraphs_rand_q0370.hg,2,21,0,0.06,1,0,0
hypergraphs_rand_q0371.hg,7,38,37,25.06,5,4072,23790
hypergraphs_rand_q0372.hg,7,55,46,1853.35,5,161130,1931855
hypergraphs_rand_q0373.hg,5,74,47,9.4,5,700,7350
hypergraphs_rand_q0374.hg,6,55,55,5.48,5,40,89
hypergraphs_rand_q0375.hg,7,43,43,20.92,5,2625,13414
hypergraphs_rand_q0376.hg,8,72,71,505.59,5,37677,287475
hypergraphs_rand_q0377.hg,5,73,49,5.06,5,558,5343
hypergraphs_rand_q0378.hg,4,49,33,0.25,5,45,187
hypergraphs_rand_q0379.hg,-1,81,79,TO,4,801523,6422501
hypergraphs_rand_q0380.hg,8,56,48,2133.42,5,352004,2090847
hypergraphs_rand_q0381.hg,7,80,80,53.77,5,1062,4080
hypergraphs_rand_q0382.hg,-1,93,93,TO,4,1978103,16549969
hypergraphs_rand_q0383.hg,1,24,0,0.05,1,0,0
hypergraphs_rand_q0384.hg,-1,75,75,TO,4,44542,266516
hypergraphs_rand_q0385.hg,1,6,0,0.02,1,0,0
hypergraphs_rand_q0386.hg,2,21,0,0.05,1,0,0
hypergraphs_rand_q0387.hg,5,67,49,17.95,5,1596,13437
hypergraphs_rand_q0388.hg,1,16,0,0.02,1,0,0
hypergraphs_rand_q0389.hg,3,27,27,0.09,5,7,13
hypergraphs_rand_q0390.hg,4,33,33,0.15,5,2,4
hypergraphs_rand_q0391.hg,-1,92,86,TO,4,248509,2923056
hypergraphs_rand_q0392.hg,2,13,0,0.03,1,0,0
hypergraphs_rand_q0393.hg,-1,85,85,TO,4,59387,338398
hypergraphs_rand_q0394.hg,6,67,39,49.78,5,9071,57366
hypergraphs_rand_q0395.hg,4,39,39,0.68,5,10,18
hypergraphs_rand_q0396.hg,4,33,33,0.14,5,6,10
hypergraphs_rand_q0397.hg,6,55,47,20.26,5,2078,14121
hypergraphs_rand_q0398.hg,8,86,85,704.15,5,22739,130791
hypergraphs_rand_q0399.hg,6,64,64,14.8,5,148,407
hypergraphs_rand_q0400.hg,2,16,0,0.04,1,0,0
hypergraphs_rand_q0401.hg,5,54,54,2.23,5,17,35
hypergraphs_rand_q0402.hg,3,31,11,0.11,5,33,21
hypergraphs_rand_q0403.hg,4,55,29,0.35,5,78,293
hypergraphs_rand_q0404.hg,4,24,22,0.4,5,70,202
hypergraphs_rand_q0405.hg,3,56,20,0.16,5,80,58
hypergraphs_rand_q0406.hg,3,32,0,0.08,1,0,0
hypergraphs_rand_q0407.hg,2,42,0,0.05,1,0,0
hypergraphs_rand_q0408.hg,3,35,12,0.12,5,27,42
hypergraphs_rand_q0409.hg,4,39,0,0.26,1,0,0
hypergraphs_rand_q0410.hg,3,21,0,0.1,1,0,0
hypergraphs_rand_q0411.hg,2,5,0,0.03,1,0,0
hypergraphs_rand_q0412.hg,1,6,0,0.02,1,0,0
hypergraphs_rand_q0413.hg,3,23,0,0.05,1,0,0
hypergraphs_rand_q0414.hg,6,72,72,60.96,5,722,2626
hypergraphs_rand_q0415.hg,-1,95,95,TO,4,478591,3326577
hypergraphs_rand_q0416.hg,2,17,0,0.08,1,0,0
hypergraphs_rand_q0417.hg,1,6,0,0.01,1,0,0
hypergraphs_rand_q0418.hg,3,53,25,0.14,5,16,42
hypergraphs_rand_q0419.hg,7,76,69,1783.3999999999999,5,135109,1426156
hypergraphs_rand_q0420.hg,8,68,67,791.79,5,84808,586434
hypergraphs_rand_q0421.hg,1,5,0,0.02,1,0,0
hypergraphs_rand_q0422.hg,5,86,53,6.53,5,535,4019
hypergraphs_rand_q0423.hg,4,39,39,0.16,5,11,20
hypergraphs_rand_q0424.hg,3,22,0,0.04,1,0,0
hypergraphs_rand_q0425.hg,6,74,67,188.42,5,12541,168990
hypergraphs_rand_q0426.hg,-1,74,63,TO,4,211700,3055094
hypergraphs_rand_q0427.hg,7,74,74,63.72,5,593,2162
hypergraphs_rand_q0428.hg,1,5,0,0.01,1,0,0
hypergraphs_rand_q0429.hg,-1,62,59,TO,4,848782,8619094
hypergraphs_rand_q0430.hg,5,59,27,2.85,5,2125,5478
hypergraphs_rand_q0431.hg,2,28,0,0.08,1,0,0
hypergraphs_rand_q0432.hg,8,90,90,2436.79,5,7967,38584
hypergraphs_rand_q0433.hg,5,43,34,8.72,5,3972,7463
hypergraphs_rand_q0434.hg,2,11,0,0.02,1,0,0
hypergraphs_rand_q0435.hg,1,12,0,0.02,1,0,0
hypergraphs_rand_q0436.hg,4,21,19,0.34,5,71,173
hypergraphs_rand_q0437.hg,6,44,44,5.76,5,60,149
hypergraphs_rand_q0438.hg,7,90,79,1079.39,5,29814,915628
hypergraphs_rand_q0439.hg,4,37,37,0.22,5,30,65
hypergraphs_rand_q0440.hg,7,65,65,52.48,5,1841,8183
hypergraphs_rand_q0441.hg,4,31,31,0.2,5,16,32
hypergraphs_rand_q0442.hg,3,24,0,0.04,1,0,0
hypergraphs_rand_q0443.hg,2,17,0,0.03,1,0,0
hypergraphs_rand_q0444.hg,5,27,27,0.23,5,20,41
hypergraphs_rand_q0445.hg,8,61,61,2414.52,5,21894,126673
hypergraphs_rand_q0446.hg,3,22,0,0.04,1,0,0
hypergraphs_rand_q0447.hg,2,16,0,0.02,1,0,0
hypergraphs_rand_q0448.hg,6,62,43,126.45,5,12029,149789
hypergraphs_rand_q0449.hg,1,10,0,0.03,1,0,0
hypergraphs_rand_q0450.hg,-1,82,71,TO,4,3226052,42616017
hypergraphs_rand_q0451.hg,3,20,20,0.09,5,3,6
hypergraphs_rand_q0452.hg,3,38,21,0.16,5,194,70
hypergraphs_rand_q0453.hg,5,62,53,10.67,5,1063,7025
hypergraphs_rand_q0454.hg,5,54,41,17.86,5,45580,23661
hypergraphs_rand_q0455.hg,2,30,0,0.04,1,0,0
hypergraphs_rand_q0456.hg,6,56,39,87.1,5,11263,106300
hypergraphs_rand_q0457.hg,3,24,24,0.11,5,13,27
hypergraphs_rand_q0458.hg,-1,74,69,TO,4,1025623,10489739
hypergraphs_rand_q0459.hg,7,57,56,289.79,5,29746,199204
hypergraphs_rand_q0460.hg,3,33,0,0.07,1,0,0
hypergraphs_rand_q0461.hg,6,40,40,4.24,5,222,746
hypergraphs_rand_q0462.hg,3,17,0,0.04,1,0,0
hypergraphs_rand_q0463.hg,1,12,0,0.03,1,0,0
hypergraphs_rand_q0464.hg,6,52,36,31.09,5,23087,38088
hypergraphs_rand_q0465.hg,2,17,13,0.08,5,5,10
hypergraphs_rand_q0466.hg,1,24,0,0.03,1,0,0
hypergraphs_rand_q0467.hg,2,24,0,0.05,1,0,0
hypergraphs_rand_q0468.hg,8,81,81,316.03,5,1660,6658
hypergraphs_rand_q0469.hg,1,5,0,0.25,1,0,0
hypergraphs_rand_q0470.hg,6,75,63,162.62,5,16670,143957
hypergraphs_rand_q0471.hg,8,65,64,702.0,5,72770,521850
hypergraphs_rand_q0472.hg,-1,99,92,TO,3,33217008,0
hypergraphs_rand_q0473.hg,6,68,63,131.89,5,12404,97203
hypergraphs_rand_q0474.hg,6,63,57,22.49,5,2671,15642
hypergraphs_rand_q0475.hg,1,28,0,0.04,1,0,0
hypergraphs_rand_q0476.hg,3,17,14,0.14,5,19,32
hypergraphs_rand_q0477.hg,-1,78,75,TO,4,215709,1781157
hypergraphs_rand_q0478.hg,-1,82,63,TO,4,5027313,64639001
hypergraphs_rand_q0479.hg,4,54,46,0.67,5,107,445
hypergraphs_rand_q0480.hg,8,91,91,487.21000000000004,5,2083,8267
hypergraphs_rand_q0481.hg,4,79,53,1.31,5,172,1257
hypergraphs_rand_q0482.hg,7,63,59,368.53000000000003,5,31134,223476
hypergraphs_rand_q0483.hg,6,40,40,2.28,5,111,317
hypergraphs_rand_q0484.hg,6,50,49,7.2,5,489,1839
hypergraphs_rand_q0485.hg,-1,90,90,TO,4,46781,270843
hypergraphs_rand_q0486.hg,5,29,28,1.09,5,197,695
hypergraphs_rand_q0487.hg,6,43,43,5.44,5,874,3595
hypergraphs_rand_q0488.hg,7,65,65,382.35,5,3899,19047
hypergraphs_rand_q0489.hg,4,45,18,0.28,5,156,461
hypergraphs_rand_q0490.hg,5,62,39,57.61,5,30589,82140
hypergraphs_rand_q0491.hg,4,51,31,2.95,5,1691,4410
hypergraphs_rand_q0492.hg,2,15,0,0.04,1,0,0
hypergraphs_rand_q0493.hg,3,60,21,0.09000000000000001,5,9,21
hypergraphs_rand_q0494.hg,4,12,12,0.09,5,5,9
hypergraphs_rand_q0495.hg,8,79,79,793.0699999999999,5,8284,40896
hypergraphs_rand_q0496.hg,2,12,0,0.04,1,0,0
hypergraphs_rand_q0497.hg,5,43,43,0.83,5,39,93
hypergraphs_rand_q0498.hg,-1,85,78,TO,4,1220205,13718762
hypergraphs_rand_q0499.hg,2,13,0,0.03,1,0,0
hypergraphs_rand_q0500.hg,5,38,38,3.31,5,104,298
hypergraphs_reg-s20-p03-c20-d10-n10-l5-00.xml.hg,-1,130,90,TO,4,27242215,6069794
hypergraphs_reg-s20-p03-c20-d10-n10-l5-01.xml.hg,-1,130,90,TO,3,36154428,0
hypergraphs_reg-s20-p03-c20-d10-n10-l5-02.xml.hg,7,130,90,1758.4299999999998,5,26189854,602456
hypergraphs_reg-s20-p03-c20-d10-n10-l5-03.xml.hg,-1,130,90,TO,4,32604067,11858758
hypergraphs_reg-s20-p03-c20-d10-n10-l5-04.xml.hg,-1,130,90,TO,4,37651154,4446858
hypergraphs_reg-s20-p03-c20-d10-n10-l5-05.xml.hg,7,130,90,3399.16,5,31156602,3262809
hypergraphs_reg-s20-p03-c20-d10-n10-l5-06.xml.hg,8,130,90,3522.36,5,23165087,4028695
hypergraphs_reg-s20-p03-c20-d10-n10-l5-07.xml.hg,8,130,90,3317.37,5,35547392,2389009
hypergraphs_reg-s20-p03-c20-d10-n10-l5-08.xml.hg,-1,130,90,TO,3,33412999,0
